"ecoregionID","Area","PA","KBAoutPA","PAprop","KBAoutPAprop","cou30W20","cou30W20prop","cou30W20Left","cou30W20Leftprop","cou30W40","cou30W40prop","cou30W40Left","cou30W40Leftprop","cou30W60","cou30W60prop","cou30W60Left","cou30W60Leftprop","cou30W80","cou30W80prop","cou30W80Left","cou30W80Leftprop","cou30W0","cou30W0prop","cou30W0Left","cou30W0Leftprop","cou30W100","cou30W100prop","cou30W100Left","cou30W100Leftprop","cou50W20","cou50W20prop","cou50W20Left","cou50W20Leftprop","cou50W40","cou50W40prop","cou50W40Left","cou50W40Leftprop","cou50W60","cou50W60prop","cou50W60Left","cou50W60Leftprop","cou50W80","cou50W80prop","cou50W80Left","cou50W80Leftprop","cou50W0","cou50W0prop","cou50W0Left","cou50W0Leftprop","cou50W100","cou50W100prop","cou50W100Left","cou50W100Leftprop","glo30W20","glo30W20prop","glo30W20Left","glo30W20Leftprop","glo30W40","glo30W40prop","glo30W40Left","glo30W40Leftprop","glo30W60","glo30W60prop","glo30W60Left","glo30W60Leftprop","glo30W80","glo30W80prop","glo30W80Left","glo30W80Leftprop","glo30W0","glo30W0prop","glo30W0Left","glo30W0Leftprop","glo30W100","glo30W100prop","glo30W100Left","glo30W100Leftprop","glo50W20","glo50W20prop","glo50W20Left","glo50W20Leftprop","glo50W40","glo50W40prop","glo50W40Left","glo50W40Leftprop","glo50W60","glo50W60prop","glo50W60Left","glo50W60Leftprop","glo50W80","glo50W80prop","glo50W80Left","glo50W80Leftprop","glo50W0","glo50W0prop","glo50W0Left","glo50W0Leftprop","glo50W100","glo50W100prop","glo50W100Left","glo50W100Leftprop"
235,138800,3325,6675,0.0239553314121037,0.0480907780979827,28725,0.206952449567723,100075,0.72100144092219,25300,0.182276657060519,103500,0.745677233429395,22575,0.16264409221902,106225,0.765309798270893,21100,0.152017291066282,107700,0.775936599423631,30325,0.218479827089337,98475,0.709474063400577,19800,0.142651296829971,109000,0.785302593659942,47500,0.342219020172911,81300,0.585734870317003,46400,0.334293948126801,82400,0.593659942363112,46150,0.332492795389049,82650,0.595461095100865,43000,0.309798270893372,85800,0.618155619596542,62550,0.450648414985591,66250,0.477305475504323,40075,0.288724783861671,88725,0.639229106628242,32875,0.236851585014409,95925,0.691102305475504,35900,0.25864553314121,92900,0.669308357348703,35900,0.25864553314121,92900,0.669308357348703,34175,0.24621757925072,94625,0.681736311239193,61075,0.440021613832853,67725,0.487932276657061,34575,0.249099423631124,94225,0.67885446685879,74250,0.534942363112392,54550,0.393011527377522,70650,0.509005763688761,58150,0.418948126801153,68575,0.494056195965418,60225,0.433897694524496,67200,0.484149855907781,61600,0.443804034582133,127350,0.917507204610951,1450,0.0104466858789626,67075,0.483249279538905,61725,0.444704610951009
236,663625,54325,7850,0.0818609907703899,0.0118289696741383,89400,0.134714635524581,512050,0.771595404030891,86100,0.12974194763609,515350,0.776568091919382,79750,0.120173290638538,521700,0.786136748916934,77225,0.116368430966284,524225,0.789941608589188,111725,0.168355622527783,489725,0.737954417027689,73850,0.111282727443963,527600,0.795027312111509,312625,0.471086833678659,288825,0.435223205876813,303375,0.457148238839706,298075,0.449161800715766,297675,0.448559050668676,303775,0.457750988886796,295175,0.444791862874364,306275,0.461518176681108,586325,0.883518553399887,15125,0.0227914861555849,292925,0.441401393859484,308525,0.464908645695988,77375,0.116594462233942,524075,0.78971557732153,67300,0.101412695422867,534150,0.804897344132605,56975,0.0858542098323601,544475,0.820455829723112,50650,0.0763232247127519,550800,0.82998681484272,113375,0.170841966472029,488075,0.735468073083443,50650,0.0763232247127519,550800,0.82998681484272,262775,0.395969109060087,338675,0.510340930495385,250950,0.378150310792993,350500,0.528159728762479,248450,0.374383122998681,353000,0.53192691655679,247350,0.372725560369184,354100,0.533584479186287,601125,0.905820305142211,325,0.000489734413260501,244975,0.369146731964588,356475,0.537163307590883
237,119950,33150,4900,0.276365152146728,0.0408503543142976,8425,0.0702375989995832,73475,0.612546894539391,8900,0.0741975823259692,73000,0.608586911213005,9600,0.0800333472280117,72300,0.602751146310963,10300,0.0858691121300542,71600,0.59691538140892,8000,0.0666944560233431,73900,0.616090037515632,10675,0.0889954147561484,71225,0.593789078782826,36800,0.306794497707378,45100,0.375989995831596,40025,0.333680700291788,41875,0.349103793247186,41050,0.342225927469779,40850,0.340558566069195,43350,0.36140058357649,38550,0.321383909962484,22825,0.190287619841601,59075,0.492496873697374,45600,0.380158399333055,36300,0.302626094205919,9900,0.082534389328887,72000,0.600250104210088,10300,0.0858691121300542,71600,0.59691538140892,11050,0.0921217173822426,70850,0.590662776156732,12300,0.10254272613589,69600,0.580241767403085,15575,0.129845769070446,66325,0.552938724468529,13100,0.109212171738224,68800,0.57357232180075,75150,0.626511046269279,6750,0.0562734472696956,73975,0.61671529804085,7925,0.0660691954981242,73875,0.615881617340559,8025,0.066902876198416,73850,0.615673197165486,8050,0.0671112963734889,78300,0.65277198832847,3600,0.0300125052105044,73850,0.615673197165486,8050,0.0671112963734889
238,253775,725,9200,0.00285686139296621,0.0362525859521229,33225,0.130923061767314,210625,0.829967490887597,33225,0.130923061767314,210625,0.829967490887597,33225,0.130923061767314,210625,0.829967490887597,33225,0.130923061767314,210625,0.829967490887597,65325,0.257413062752438,178525,0.703477489902472,33225,0.130923061767314,210625,0.829967490887597,89050,0.350901389025712,154800,0.609989163629199,88025,0.346862378090828,155825,0.614028174564082,87625,0.345286178701606,156225,0.615604373953305,87875,0.34627130331987,155975,0.614619249335041,145275,0.572455915673333,98575,0.388434636981578,88500,0.34873411486553,155350,0.61215643778938,33225,0.130923061767314,210625,0.829967490887597,33225,0.130923061767314,210625,0.829967490887597,33225,0.130923061767314,210625,0.829967490887597,33225,0.130923061767314,210625,0.829967490887597,52725,0.207762781991922,191125,0.753127770662989,33225,0.130923061767314,210625,0.829967490887597,33225,0.130923061767314,210625,0.829967490887597,33250,0.13102157422914,210600,0.829868978425771,33225,0.130923061767314,210625,0.829967490887597,33225,0.130923061767314,210625,0.829967490887597,243775,0.960595015269432,75,0.000295537385479161,33225,0.130923061767314,210625,0.829967490887597
239,72000,13950,2125,0.19375,0.0295138888888889,5250,0.0729166666666667,50675,0.703819444444445,5200,0.0722222222222222,50725,0.704513888888889,5300,0.0736111111111111,50625,0.703125,5225,0.0725694444444445,50700,0.704166666666667,5125,0.0711805555555556,50800,0.705555555555556,5075,0.0704861111111111,50850,0.70625,25200,0.35,30725,0.426736111111111,26300,0.365277777777778,29625,0.411458333333333,26775,0.371875,29150,0.404861111111111,27000,0.375,28925,0.401736111111111,19525,0.271180555555556,36400,0.505555555555556,27625,0.383680555555556,28300,0.393055555555556,16100,0.223611111111111,39825,0.553125,16675,0.231597222222222,39250,0.545138888888889,17350,0.240972222222222,38575,0.535763888888889,18175,0.252430555555556,37750,0.524305555555556,20850,0.289583333333333,35075,0.487152777777778,19000,0.263888888888889,36925,0.512847222222222,46650,0.647916666666667,9275,0.128819444444444,46700,0.648611111111111,9225,0.128125,46875,0.651041666666667,9050,0.125694444444445,46950,0.652083333333333,8975,0.124652777777778,47175,0.655208333333333,8750,0.121527777777778,46975,0.652430555555556,8950,0.124305555555556
240,8225,2725,3525,0.331306990881459,0.428571428571429,75,0.00911854103343465,1900,0.231003039513678,75,0.00911854103343465,1900,0.231003039513678,75,0.00911854103343465,1900,0.231003039513678,75,0.00911854103343465,1900,0.231003039513678,75,0.00911854103343465,1900,0.231003039513678,75,0.00911854103343465,1900,0.231003039513678,525,0.0638297872340425,1450,0.17629179331307,550,0.0668693009118541,1425,0.173252279635258,700,0.0851063829787234,1275,0.155015197568389,750,0.0911854103343465,1225,0.148936170212766,575,0.0699088145896656,1400,0.170212765957447,850,0.103343465045593,1125,0.13677811550152,575,0.0699088145896656,1400,0.170212765957447,575,0.0699088145896656,1400,0.170212765957447,625,0.0759878419452888,1350,0.164133738601824,725,0.088145896656535,1250,0.151975683890578,550,0.0668693009118541,1425,0.173252279635258,725,0.088145896656535,1250,0.151975683890578,1475,0.179331306990881,500,0.060790273556231,1450,0.17629179331307,525,0.0638297872340426,1450,0.17629179331307,525,0.0638297872340426,1425,0.173252279635258,550,0.0668693009118541,1975,0.240121580547112,0,0,1425,0.173252279635258,550,0.0668693009118541
241,91450,6425,14375,0.0702569710224166,0.157189721159103,625,0.00683433570256971,70025,0.76571897211591,625,0.00683433570256971,70025,0.76571897211591,650,0.0071077091306725,70000,0.765445598687808,650,0.0071077091306725,70000,0.765445598687808,625,0.00683433570256971,70025,0.76571897211591,675,0.00738108255877529,69975,0.765172225259705,20075,0.219518862766539,50575,0.553034445051941,19200,0.209950792782941,51450,0.562602515035539,18375,0.200929469655549,52275,0.571623838162931,17900,0.195735374521597,52750,0.576817933296884,20375,0.222799343903773,50275,0.549753963914708,17750,0.19409513395298,52900,0.5784581738655,25625,0.280207763805358,45025,0.492345544013122,22925,0.250683433570257,47725,0.521869874248223,18200,0.19901585565883,52450,0.57353745215965,17400,0.190267905959541,53250,0.582285401858939,29100,0.318206670311646,41550,0.454346637506834,16425,0.179606342263532,54225,0.592946965554948,33300,0.364133406232914,37350,0.408419901585566,32950,0.360306178239475,37700,0.412247129579005,32675,0.357299070530344,37975,0.415254237288136,32425,0.354565336249317,38225,0.417987971569164,70125,0.766812465828322,525,0.00574084199015856,32125,0.351284855112083,38525,0.421268452706397
242,34975,350,850,0.0100071479628306,0.0243030736240172,21575,0.6168691922802,12200,0.348820586132952,21275,0.608291636883488,12500,0.357398141529664,21325,0.609721229449607,12450,0.355968548963545,21625,0.618298784846319,12150,0.347390993566833,21675,0.619728377412437,12100,0.345961401000715,21975,0.628305932809149,11800,0.337383845604003,33775,0.965689778413152,0,-1.11022302462516e-16,33650,0.962115796997856,125,0.00357398141529652,33600,0.960686204431737,175,0.00500357398141527,33525,0.958541815582559,250,0.00714796283059316,33775,0.965689778413152,0,-1.11022302462516e-16,33525,0.958541815582559,250,0.00714796283059316,9100,0.260185847033595,24675,0.705503931379557,7725,0.220872051465332,26050,0.74481772694782,7100,0.203002144388849,26675,0.762687634024303,6600,0.188706218727663,27175,0.77698355968549,15825,0.452466047176555,17950,0.513223731236597,5800,0.165832737669764,27975,0.799857040743388,20875,0.596854896354539,12900,0.368834882058613,19350,0.55325232308792,14425,0.412437455325232,18750,0.536097212294496,15025,0.429592566118656,18475,0.528234453180843,15300,0.437455325232309,33775,0.965689778413152,0,-1.11022302462516e-16,18250,0.521801286633309,15525,0.443888491779843
243,150,0,0,0,0,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,150,1,0,0,100,0.666666666666667,50,0.333333333333333,150,1,0,0,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,100,0.666666666666667,50,0.333333333333333,150,1,0,0,100,0.666666666666667,50,0.333333333333333
244,41775,125,4075,0.00299222022740874,0.0975463794135248,32275,0.772591262716936,5300,0.12687013764213,32800,0.785158587672053,4775,0.114302812687014,33050,0.79114302812687,4525,0.108318372232196,33150,0.793536804308797,4425,0.105924596050269,23700,0.567324955116697,13875,0.33213644524237,33350,0.798324356672651,4225,0.101137043686415,36125,0.864751645721125,1450,0.0347097546379413,35900,0.859365649311789,1675,0.040095751047277,35925,0.859964093357271,1650,0.0394973070017953,35925,0.859964093357271,1650,0.0394973070017953,34375,0.822860562537403,3200,0.0766008378216636,35950,0.860562537402753,1625,0.0388988629563136,11525,0.275882704967086,26050,0.623578695391981,12200,0.292040694195093,25375,0.607420706163974,13275,0.317773788150808,24300,0.581687612208258,13050,0.312387791741472,24525,0.587073608617594,18125,0.433871932974267,19450,0.4655894673848,13175,0.315380011968881,24400,0.584081388390185,32275,0.772591262716936,5300,0.12687013764213,32500,0.777977259126272,5075,0.121484141232795,32475,0.77737881508079,5100,0.122082585278276,32575,0.779772591262717,5000,0.119688809096349,37575,0.899461400359066,0,0,32600,0.780371035308199,4975,0.119090365050868
245,6100,1775,2125,0.290983606557377,0.348360655737705,1375,0.225409836065574,825,0.135245901639344,1400,0.229508196721311,800,0.131147540983607,1425,0.233606557377049,775,0.127049180327869,1425,0.233606557377049,775,0.127049180327869,1350,0.221311475409836,850,0.139344262295082,1425,0.233606557377049,775,0.127049180327869,2200,0.360655737704918,0,5.55111512312578e-17,2125,0.348360655737705,75,0.0122950819672132,2050,0.336065573770492,150,0.0245901639344263,1850,0.30327868852459,350,0.0573770491803279,2200,0.360655737704918,0,5.55111512312578e-17,1925,0.315573770491803,275,0.0450819672131148,2200,0.360655737704918,0,5.55111512312578e-17,2200,0.360655737704918,0,5.55111512312578e-17,2200,0.360655737704918,0,5.55111512312578e-17,2200,0.360655737704918,0,5.55111512312578e-17,2200,0.360655737704918,0,5.55111512312578e-17,2200,0.360655737704918,0,5.55111512312578e-17,2200,0.360655737704918,0,5.55111512312578e-17,2200,0.360655737704918,0,5.55111512312578e-17,2200,0.360655737704918,0,5.55111512312578e-17,2200,0.360655737704918,0,5.55111512312578e-17,2200,0.360655737704918,0,5.55111512312578e-17,2200,0.360655737704918,0,5.55111512312578e-17
246,18175,3900,7325,0.214580467675378,0.40302613480055,625,0.0343878954607978,6325,0.348005502063274,625,0.0343878954607978,6325,0.348005502063274,625,0.0343878954607978,6325,0.348005502063274,600,0.0330123796423659,6350,0.349381017881706,625,0.0343878954607978,6325,0.348005502063274,600,0.0330123796423659,6350,0.349381017881706,2300,0.126547455295736,4650,0.255845942228336,2525,0.138927097661623,4425,0.243466299862448,2750,0.15130674002751,4200,0.231086657496561,2925,0.160935350756534,4025,0.221458046767538,2175,0.119669876203576,4775,0.262723521320495,3025,0.166437414030261,3925,0.21595598349381,2500,0.137551581843191,4450,0.24484181568088,2650,0.145804676753783,4300,0.236588720770289,2750,0.15130674002751,4200,0.231086657496561,2900,0.159559834938102,4050,0.22283356258597,2450,0.134800550206327,4500,0.247592847317744,2900,0.159559834938102,4050,0.22283356258597,4375,0.240715268225585,2575,0.141678129298487,4300,0.236588720770289,2650,0.145804676753783,4150,0.228335625859697,2800,0.154057771664374,4075,0.224209078404402,2875,0.15818431911967,2975,0.163686382393398,3975,0.218707015130674,4075,0.224209078404402,2875,0.15818431911967
247,100500,7225,13425,0.0718905472636816,0.133582089552239,1825,0.0181592039800995,78025,0.77636815920398,1850,0.018407960199005,78000,0.776119402985075,1850,0.018407960199005,78000,0.776119402985075,1825,0.0181592039800995,78025,0.77636815920398,1825,0.0181592039800995,78025,0.77636815920398,1825,0.0181592039800995,78025,0.77636815920398,24575,0.24452736318408,55275,0.55,24700,0.245771144278607,55150,0.548756218905473,25075,0.249502487562189,54775,0.545024875621891,25300,0.251741293532338,54550,0.542786069651741,24500,0.243781094527363,55350,0.550746268656716,25250,0.251243781094527,54600,0.543283582089552,25600,0.254726368159204,54250,0.539800995024876,24975,0.248507462686567,54875,0.546019900497512,24975,0.248507462686567,54875,0.546019900497512,24775,0.246517412935323,55075,0.548009950248756,28400,0.282587064676617,51450,0.511940298507463,24600,0.244776119402985,55250,0.549751243781095,36100,0.359203980099502,43750,0.435323383084577,34475,0.343034825870647,45375,0.451492537313433,33550,0.333830845771144,46300,0.460696517412935,33050,0.328855721393035,46800,0.465671641791045,31875,0.317164179104478,47975,0.477363184079602,32775,0.326119402985075,47075,0.468407960199005
248,9600,2550,1350,0.265625,0.140625,425,0.0442708333333333,5275,0.549479166666667,400,0.0416666666666667,5300,0.552083333333333,400,0.0416666666666667,5300,0.552083333333333,400,0.0416666666666667,5300,0.552083333333333,425,0.0442708333333333,5275,0.549479166666667,375,0.0390625,5325,0.5546875,3250,0.338541666666667,2450,0.255208333333333,3275,0.341145833333333,2425,0.252604166666667,3225,0.3359375,2475,0.2578125,3175,0.330729166666667,2525,0.263020833333333,3175,0.330729166666667,2525,0.263020833333333,3100,0.322916666666667,2600,0.270833333333333,3525,0.3671875,2175,0.2265625,3350,0.348958333333333,2350,0.244791666666667,3225,0.3359375,2475,0.2578125,3175,0.330729166666667,2525,0.263020833333333,4275,0.4453125,1425,0.1484375,3100,0.322916666666667,2600,0.270833333333333,3925,0.408854166666667,1775,0.184895833333333,3825,0.3984375,1875,0.1953125,3650,0.380208333333333,2050,0.213541666666667,3600,0.375,2100,0.21875,5700,0.59375,0,0,3600,0.375,2100,0.21875
249,135225,6225,12950,0.0460343871325569,0.0957663154002588,61675,0.456091699020152,54375,0.402107598447033,64675,0.478276945831022,51375,0.379922351636162,66750,0.493621741541875,49300,0.36457755592531,68925,0.509706045479756,47125,0.348493251987428,35325,0.261231281198003,80725,0.596968016269181,71350,0.52763911998521,44700,0.330560177481975,98625,0.729339988907377,17425,0.128859308559808,99450,0.735440931780366,16600,0.122758365686818,99900,0.738768718801997,16150,0.119430578665188,101050,0.747273063412831,15000,0.110926234054354,88250,0.652616010353115,27800,0.205583287114069,101825,0.753004252172305,14225,0.105195045294879,31650,0.234054353854687,84400,0.624144943612498,40400,0.298761323719726,75650,0.559437973747458,46675,0.345165464965798,69375,0.513033832501387,52525,0.388426696246996,63525,0.469772601220189,52225,0.386208171565909,63825,0.471991125901276,58025,0.429099648733592,58025,0.429099648733592,111350,0.82344241079682,4700,0.0347568866703643,110975,0.820669254945461,5075,0.0375300425217231,110750,0.819005361434646,5300,0.0391939360325384,110750,0.819005361434646,5300,0.0391939360325384,116050,0.858199297467184,0,0,110725,0.818820484377889,5325,0.0393788130892957
250,65100,425,7400,0.0065284178187404,0.113671274961598,6525,0.100230414746544,50750,0.779569892473118,6675,0.102534562211982,50600,0.777265745007681,7675,0.1178955453149,49600,0.761904761904762,8400,0.129032258064516,48875,0.750768049155146,6375,0.097926267281106,50900,0.781874039938556,8725,0.134024577572965,48550,0.745775729646697,11700,0.179723502304147,45575,0.700076804915515,12125,0.186251920122888,45150,0.693548387096774,12450,0.191244239631336,44825,0.688556067588326,13425,0.206221198156682,43850,0.67357910906298,8050,0.123655913978495,49225,0.756144393241167,14225,0.218509984639017,43050,0.661290322580645,9775,0.150153609831029,47500,0.729646697388633,9475,0.145545314900154,47800,0.734254992319509,9750,0.149769585253456,47525,0.730030721966206,10475,0.160906298003072,46800,0.71889400921659,9325,0.143241167434716,47950,0.736559139784946,10725,0.164746543778802,46550,0.71505376344086,35650,0.547619047619048,21625,0.332181259600614,35500,0.54531490015361,21775,0.334485407066052,35700,0.548387096774194,21575,0.331413210445469,35725,0.548771121351767,21550,0.331029185867896,49000,0.752688172043011,8275,0.127112135176651,35650,0.547619047619048,21625,0.332181259600614
251,3300,400,1925,0.121212121212121,0.583333333333333,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17,975,0.295454545454545,0,-5.55111512312578e-17
252,1375,0,1100,0,0.8,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17,275,0.2,0,-5.55111512312578e-17
253,47875,325,2300,0.00678851174934726,0.0480417754569191,17175,0.358746736292428,28075,0.586422976501306,16175,0.337859007832898,29075,0.607310704960836,15575,0.32532637075718,29675,0.619843342036554,15400,0.321671018276762,29850,0.623498694516971,30475,0.636553524804178,14775,0.308616187989556,15325,0.320104438642298,29925,0.625065274151436,44775,0.935248041775457,475,0.00992167101827679,42300,0.88355091383812,2950,0.0616187989556136,39500,0.825065274151436,5750,0.120104438642298,38900,0.812532637075718,6350,0.132637075718016,44250,0.924281984334204,1000,0.0208877284595301,37275,0.778590078328982,7975,0.166579634464752,9000,0.18798955613577,36250,0.757180156657963,7250,0.151436031331593,38000,0.793733681462141,6750,0.140992167101828,38500,0.804177545691906,6450,0.134725848563969,38800,0.810443864229765,20250,0.422976501305483,25000,0.522193211488251,6250,0.130548302872063,39000,0.814621409921671,16600,0.346736292428198,28650,0.598433420365535,14925,0.311749347258486,30325,0.633420365535248,13900,0.290339425587467,31350,0.654830287206266,13625,0.284595300261097,31625,0.660574412532637,44325,0.925848563968668,925,0.0193211488250653,13500,0.281984334203655,31750,0.663185378590078
254,31125,1925,5200,0.0618473895582329,0.167068273092369,18300,0.587951807228916,5700,0.183132530120482,18100,0.581526104417671,5900,0.189558232931727,18250,0.586345381526104,5750,0.184738955823293,18325,0.588755020080321,5675,0.182329317269076,21075,0.67710843373494,2925,0.0939759036144577,18475,0.593574297188755,5525,0.177510040160643,24000,0.771084337349398,0,-1.11022302462516e-16,24000,0.771084337349398,0,-1.11022302462516e-16,23450,0.753413654618474,550,0.0176706827309236,23425,0.752610441767068,575,0.0184738955823293,24000,0.771084337349398,0,-1.11022302462516e-16,23375,0.751004016064257,625,0.0200803212851405,12350,0.396787148594378,11650,0.37429718875502,11850,0.380722891566265,12150,0.390361445783132,11775,0.378313253012048,12225,0.392771084337349,11625,0.373493975903614,12375,0.397590361445783,20800,0.668273092369478,3200,0.10281124497992,11025,0.35421686746988,12975,0.416867469879518,18025,0.579116465863454,5975,0.191967871485944,17350,0.557429718875502,6650,0.213654618473896,17200,0.552610441767068,6800,0.218473895582329,17150,0.551004016064257,6850,0.220080321285141,24000,0.771084337349398,0,-1.11022302462516e-16,17100,0.549397590361446,6900,0.221686746987952
255,47425,15500,6850,0.326831839746969,0.144438587243015,5525,0.116499736425936,19550,0.41222983658408,5575,0.117554032683184,19500,0.411175540326832,5575,0.117554032683184,19500,0.411175540326832,5575,0.117554032683184,19500,0.411175540326832,5525,0.116499736425936,19550,0.41222983658408,5575,0.117554032683184,19500,0.411175540326832,12125,0.25566684238271,12950,0.273062730627306,12850,0.27095413811281,12225,0.257775434897206,13025,0.274644175013179,12050,0.254085397996837,13100,0.276225619399051,11975,0.252503953610965,8950,0.188719030047443,16125,0.340010542962572,13300,0.280442804428044,11775,0.248286768581972,9200,0.193990511333685,15875,0.334739061676331,8900,0.187664733790195,16175,0.341064839219821,8850,0.186610437532947,16225,0.342119135477069,9125,0.192409066947812,15950,0.336320506062203,9850,0.207696362677912,15225,0.321033210332103,9475,0.19978914074855,15600,0.328940432261465,23775,0.50131787032156,1300,0.0274117026884554,23750,0.500790722192936,1325,0.0279388508170796,23775,0.50131787032156,1300,0.0274117026884554,23800,0.501845018450184,1275,0.0268845545598313,25075,0.528729573010016,0,0,23825,0.502372166578809,1250,0.0263574064312071
256,437600,46275,13550,0.105747257769653,0.0309643510054845,94000,0.214808043875686,283775,0.648480347349177,89275,0.204010511882998,288500,0.659277879341865,85650,0.195726691042048,292125,0.667561700182815,84625,0.19338436928702,293150,0.669904021937843,96925,0.221492230347349,280850,0.641796160877514,81950,0.187271480804388,295825,0.676016910420475,209225,0.47811928702011,168550,0.385169104204753,204300,0.466864716636197,173475,0.396423674588665,201425,0.46029478976234,176350,0.402993601462523,200950,0.459209323583181,176825,0.404079067641682,258975,0.591807586837294,118800,0.271480804387569,200325,0.457781078610603,177450,0.40550731261426,94750,0.216521937842779,283025,0.646766453382084,90300,0.206352833638026,287475,0.656935557586837,91375,0.208809414990859,286400,0.654478976234004,94850,0.216750457038391,282925,0.646537934186472,159650,0.364830895795247,218125,0.498457495429616,97600,0.223034734917733,280175,0.64025365630713,321025,0.733603747714808,56750,0.129684643510055,313200,0.715722120658135,64575,0.147566270566728,310475,0.709494972577697,67300,0.153793418647166,309025,0.706181444241316,68750,0.157106946983547,377775,0.863288391224863,0,0,308325,0.704581809872029,69450,0.158706581352834
257,16800,325,375,0.0193452380952381,0.0223214285714286,2175,0.129464285714286,13925,0.828869047619048,2175,0.129464285714286,13925,0.828869047619048,2175,0.129464285714286,13925,0.828869047619048,2175,0.129464285714286,13925,0.828869047619048,2175,0.129464285714286,13925,0.828869047619048,2175,0.129464285714286,13925,0.828869047619048,7550,0.449404761904762,8550,0.508928571428571,7050,0.419642857142857,9050,0.538690476190476,6275,0.373511904761905,9825,0.584821428571428,6050,0.360119047619048,10050,0.598214285714286,6850,0.407738095238095,9250,0.550595238095238,6075,0.361607142857143,10025,0.59672619047619,6200,0.369047619047619,9900,0.589285714285714,5000,0.297619047619048,11100,0.660714285714286,3975,0.236607142857143,12125,0.72172619047619,3350,0.199404761904762,12750,0.758928571428571,7725,0.459821428571429,8375,0.498511904761905,2525,0.150297619047619,13575,0.808035714285714,9525,0.566964285714286,6575,0.391369047619048,9275,0.552083333333333,6825,0.40625,8800,0.523809523809524,7300,0.434523809523809,8575,0.510416666666667,7525,0.447916666666667,9600,0.571428571428571,6500,0.386904761904762,8400,0.5,7700,0.458333333333333
