"","id","area"
"504542",505978,22.6518880902183
"504543",505979,22.6518880902183
"504544",505980,24.4370286975514
"504545",505981,24.418209687039
"504546",505982,24.4370286975514
"504547",505983,24.4370286975514
"504548",505984,24.4370286975514
"504549",505985,24.4370286975514
"504550",505986,24.4370286975514
"504551",505987,24.4370286975514
"504552",505988,23.8356692474854
"504553",505989,8.97254599246844
"504554",505990,24
"504555",505991,24
"504556",505992,24
"504557",505993,24
"504558",505994,24
"504559",505995,23.7672218633146
"504560",505996,23.5
"504561",505997,23.5
"504562",505998,23.6421425413105
"504563",505999,24
"504564",506000,23.9294068585047
"504565",506001,24.382456676869
"504566",506002,24.5
"504567",506003,24.5
"504568",506004,24.4982624545911
"504569",506005,24.9610392424529
"504570",506006,25
"504571",506007,10.2169527093194
"504572",506008,0
"504573",506009,0
"504574",506010,0
"504575",506011,0
"504576",506012,0
"504577",506013,0
"504578",506014,0
"504579",506015,0
"507682",509118,11.8743371430985
"507683",509119,24.7831436942539
"507684",509120,24.8114813155053
"507685",509121,24.8044650439301
"507686",509122,24.8044650439301
"507687",509123,24.8114813155053
"507688",509124,24.8114813155053
"507689",509125,24.8114813155053
"507690",509126,24.8114813155053
"507691",509127,24.8114813155053
"507692",509128,24.8114813155053
"507693",509129,24.2167309779942
"507694",509130,20.3207811322531
"507695",509131,24
"507696",509132,24
"507697",509133,24
"507698",509134,24
"507699",509135,24
"507700",509136,23.6949427971146
"507701",509137,23.5
"507702",509138,23.7210442050251
"507703",509139,24
"507704",509140,24
"507705",509141,23.9411140211113
"507706",509142,24.3996937546128
"507707",509143,24.4993569602034
"507708",509144,24.4996449333754
"507709",509145,24.9705277886795
"507710",509146,24.9705277886795
"507711",509147,25
"507712",509148,18.8423300231702
"507713",509149,15.7414566533838
"507714",509150,15.7625844597606
"507715",509151,15.8506469604544
"507716",509152,15.8506469604544
"507717",509153,15.9511031442553
"507718",509154,15.9149072273598
"507719",509155,2.68455223732378
"510816",512252,11.8743371430985
"510817",512253,24.7831436942539
"510818",512254,24.8114813155053
"510819",512255,24.8044650439301
"510820",512256,24.8044650439301
"510821",512257,24.8114813155053
"510822",512258,24.8114813155053
"510823",512259,24.8114813155053
"510824",512260,24.8114813155053
"510825",512261,24.8114813155053
"510826",512262,24.8114813155053
"510827",512263,24.2167309779942
"510828",512264,20.3207811322531
"510829",512265,24
"510830",512266,24
"510831",512267,24
"510832",512268,24
"510833",512269,24
"510834",512270,23.6949427971146
"510835",512271,23.5
"510836",512272,23.7210442050251
"510837",512273,24
"510838",512274,24
"510839",512275,23.9411140211113
"510840",512276,24.3996937546128
"510841",512277,24.4993569602034
"510842",512278,24.4996449333754
"510843",512279,24.9705277886795
"510844",512280,24.9705277886795
"510845",512281,25
"510846",512282,18.8423300231702
"510847",512283,15.7414566533838
"510848",512284,15.7625844597606
"510849",512285,15.8506469604544
"510850",512286,15.8506469604544
"510851",512287,15.9511031442553
"510852",512288,15.9149072273598
"510853",512289,2.68455223732378
"513947",515383,21.9560412514999
"513948",515384,24
"513949",515385,24
"513950",515386,21.4335772741955
"513951",515387,21.4335772741955
"513952",515388,25
"513953",515389,25
"513954",515390,25
"513955",515391,25
"513956",515392,25
"513957",515393,25
"513958",515394,24.9980119741559
"513959",515395,24.9972475317011
"513960",515396,25
"513961",515397,25
"513962",515398,24.7971555775762
"513963",515399,24.7971555775762
"513964",515400,24.3729198209288
"513965",515401,24.3729198209288
"513966",515402,24.3729198209288
"513967",515403,24.3729198209288
"513968",515404,24.1389803067836
"513969",515405,24.1389803067836
"513970",515406,24.0593797313931
"513971",515407,24.2444485200435
"513972",515408,24.3729198209288
"513973",515409,24.3398804562368
"513974",515410,24.6336747354809
"513975",515411,24.6336747354809
"513976",515412,24.6792343278894
"513977",515413,24.7105103238123
"513978",515414,24.9870655183868
"513979",515415,25
"513980",515416,24.9973168656113
"513981",515417,24.9973168656113
"513982",515418,24.9742809177055
"513983",515419,25
"513984",515420,25
"513985",515421,25
"513986",515422,24.9399529432356
"513987",515423,24.9399529432356
"513988",515424,11.8326142960767
"517075",518511,22.817999346623
"517076",518512,22.817999346623
"517077",518513,24.1239265579356
"517078",518514,24.1239265579356
"517079",518515,24.3363396766762
"517080",518516,25
"517081",518517,25
"517082",518518,25
"517083",518519,25
"517084",518520,25
"517085",518521,24.9999778066705
"517086",518522,24.9981795613976
"517087",518523,24.9963369294657
"517088",518524,24.9963369294657
"517089",518525,25
"517090",518526,25
"517091",518527,25
"517092",518528,25
"517093",518529,25
"517094",518530,25
"517095",518531,25
"517096",518532,25
"517097",518533,25
"517098",518534,25
"517099",518535,25
"517100",518536,25
"517101",518537,25
"517102",518538,24.9881095921919
"517103",518539,25
"517104",518540,24.9849025263166
"517105",518541,24.9989417932126
"517106",518542,24.9989417932126
"517107",518543,25
"517108",518544,25
"517109",518545,25
"517110",518546,25
"517111",518547,25
"517112",518548,25
"517113",518549,25
"517114",518550,25
"517115",518551,24.9880086464322
"517116",518552,20.2118400047587
"517117",518553,3.21
"517118",518554,3.21
"520211",521647,8.19026833922823
"520212",521648,24.8759804452399
"520213",521649,24.8759804452399
"520214",521650,24.8759804452399
"520215",521651,24.8759804452399
"520216",521652,24.9157105091077
"520217",521653,25
"520218",521654,25
"520219",521655,25
"520220",521656,25
"520221",521657,25
"520222",521658,24.9996097950922
"520223",521659,24.9998772329269
"520224",521660,24.9998553292384
"520225",521661,25
"520226",521662,25
"520227",521663,25
"520228",521664,25
"520229",521665,25
"520230",521666,25
"520231",521667,25
"520232",521668,25
"520233",521669,25
"520234",521670,25
"520235",521671,25
"520236",521672,25
"520237",521673,25
"520238",521674,24.9756938888362
"520239",521675,24.9756938888362
"520240",521676,25
"520241",521677,24.9683049137891
"520242",521678,24.9886346192313
"520243",521679,25
"520244",521680,25
"520245",521681,25
"520246",521682,25
"520247",521683,25
"520248",521684,25
"520249",521685,25
"520250",521686,25
"520251",521687,25
"520252",521688,24.8948239076023
"520253",521689,14.8884674694476
"523344",524792,22.1032787705582
"523345",524793,24.999025942777
"523346",524794,24.9995842440916
"523347",524795,25
"523348",524796,25
"523349",524797,25
"523350",524798,25
"523351",524799,25
"523352",524800,25
"523353",524801,25
"523354",524802,25
"523355",524803,25
"523356",524804,25
"523357",524805,25
"523358",524806,25
"523359",524807,25
"523360",524808,25
"523361",524809,25
"523362",524810,25
"523363",524811,25
"523364",524812,25
"523365",524813,25
"523366",524814,25
"523367",524815,25
"523368",524816,25
"523369",524817,25
"523370",524818,24.9887585271146
"523371",524819,25
"523372",524820,24.9840728052772
"523373",524821,24.9840728052772
"523374",524822,24.9936753404006
"523375",524823,24.9960265252954
"523376",524824,25
"523377",524825,25
"523378",524826,25
"523379",524827,25
"523380",524828,25
"523381",524829,25
"523382",524830,25
"523383",524831,19.1457809792396
"523384",524832,7.09480180915314
"523385",524833,7.09480180915314
"526469",527937,21.2129413445508
"526470",527938,24.9971188208891
"526471",527939,24.9971188208891
"526472",527940,25
"526473",527941,25
"526474",527942,25
"526475",527943,25
"526476",527944,25
"526477",527945,25
"526478",527946,25
"526479",527947,25
"526480",527948,25
"526481",527949,25
"526482",527950,25
"526483",527951,25
"526484",527952,25
"526485",527953,25
"526486",527954,25
"526487",527955,25
"526488",527956,25
"526489",527957,25
"526490",527958,25
"526491",527959,25
"526492",527960,25
"526493",527961,25
"526494",527962,25
"526495",527963,25
"526496",527964,25
"526497",527965,25
"526498",527966,25
"526499",527967,25
"526500",527968,24.9949891249851
"526501",527969,24.9949891249851
"526502",527970,25
"526503",527971,25
"526504",527972,25
"526505",527973,25
"526506",527974,25
"526507",527975,25
"526508",527976,24.9609611040151
"526509",527977,18.7512409934001
"526510",527978,8.64917570696051
"526515",527983,4.87409997995449
"526516",527984,0.143698305461966
"529581",531069,21.9610080839854
"529582",531070,25
"529583",531071,25
"529584",531072,25
"529585",531073,25
"529586",531074,25
"529587",531075,25
"529588",531076,25
"529589",531077,25
"529590",531078,25
"529591",531079,25
"529592",531080,25
"529593",531081,25
"529594",531082,25
"529595",531083,25
"529596",531084,25
"529597",531085,25
"529598",531086,25
"529599",531087,25
"529600",531088,25
"529601",531089,25
"529602",531090,25
"529603",531091,25
"529604",531092,25
"529605",531093,25
"529606",531094,25
"529607",531095,25
"529608",531096,25
"529609",531097,25
"529610",531098,25
"529611",531099,25
"529612",531100,25
"529613",531101,24.9989700433971
"529614",531102,25
"529615",531103,25
"529616",531104,25
"529617",531105,25
"529618",531106,24.9987415917982
"529619",531107,24.8995571621743
"529620",531108,24.2130608556468
"529621",531109,24.2130608556468
"529622",531110,12.1268747277618
"529623",531111,0.129834430618013
"529624",531112,0.498414774367735
"529625",531113,9.71555413888349
"529626",531114,7.50501500965718
"529627",531115,7.50501500965718
"529628",531116,3.31458920834725
"529629",531117,22.4166076500237
"529630",531118,22.5
"532683",534197,21.9610080839854
"532684",534198,25
"532685",534199,25
"532686",534200,25
"532687",534201,25
"532688",534202,25
"532689",534203,25
"532690",534204,25
"532691",534205,25
"532692",534206,25
"532693",534207,25
"532694",534208,25
"532695",534209,25
"532696",534210,25
"532697",534211,25
"532698",534212,25
"532699",534213,25
"532700",534214,25
"532701",534215,25
"532702",534216,25
"532703",534217,25
"532704",534218,25
"532705",534219,25
"532706",534220,25
"532707",534221,25
"532708",534222,25
"532709",534223,25
"532710",534224,25
"532711",534225,25
"532712",534226,25
"532713",534227,25
"532714",534228,25
"532715",534229,24.9989700433971
"532716",534230,25
"532717",534231,25
"532718",534232,25
"532719",534233,25
"532720",534234,24.9987415917982
"532721",534235,24.8995571621743
"532722",534236,24.2130608556468
"532723",534237,24.2130608556468
"532724",534238,12.1268747277618
"532725",534239,0.129834430618013
"532726",534240,0.498414774367735
"532727",534241,9.71555413888349
"532728",534242,7.50501500965718
"532729",534243,7.50501500965718
"532730",534244,3.31458920834725
"532731",534245,22.4166076500237
"532732",534246,22.5
"535775",537309,22.7431128114676
"535776",537310,22.7431128114676
"535777",537311,25
"535778",537312,25
"535779",537313,25
"535780",537314,25
"535781",537315,25
"535782",537316,25
"535783",537317,25
"535784",537318,25
"535785",537319,25
"535786",537320,25
"535787",537321,25
"535788",537322,25
"535789",537323,25
"535790",537324,25
"535791",537325,25
"535792",537326,25
"535793",537327,25
"535794",537328,25
"535795",537329,25
"535796",537330,25
"535797",537331,25
"535798",537332,25
"535799",537333,25
"535800",537334,25
"535801",537335,25
"535802",537336,25
"535803",537337,25
"535804",537338,25
"535805",537339,25
"535806",537340,25
"535807",537341,25
"535808",537342,24.992085424636
"535809",537343,25
"535810",537344,25
"535811",537345,25
"535812",537346,25
"535813",537347,24.9913303908278
"535814",537348,24.9579397232481
"535815",537349,20.1281142779191
"535816",537350,3.38321532693164
"535817",537351,0.50129737553573
"535818",537352,0.50129737553573
"535819",537353,0.526504826927036
"535820",537354,12.9693574571095
"535821",537355,22.7695551007647
"535822",537356,21.0775870618971
"535823",537357,22.4147875945871
"535824",537358,22.4147875945871
"535825",537359,22.5
"538869",540433,23.5548641719975
"538870",540434,25
"538871",540435,25
"538872",540436,25
"538873",540437,25
"538874",540438,25
"538875",540439,25
"538876",540440,25
"538877",540441,25
"538878",540442,25
"538879",540443,25
"538880",540444,25
"538881",540445,25
"538882",540446,25
"538883",540447,25
"538884",540448,25
"538885",540449,25
"538886",540450,25
"538887",540451,25
"538888",540452,25
"538889",540453,25
"538890",540454,25
"538891",540455,25
"538892",540456,25
"538893",540457,25
"538894",540458,25
"538895",540459,25
"538896",540460,25
"538897",540461,25
"538898",540462,25
"538899",540463,25
"538900",540464,25
"538901",540465,24.9964912638585
"538902",540466,24.9964912638585
"538903",540467,25
"538904",540468,25
"538905",540469,25
"538906",540470,24.9962357507246
"538907",540471,24.988855902368
"538908",540472,24.988855902368
"538909",540473,23.0208699096885
"538910",540474,17.0531930473453
"538911",540475,15.3069327640889
"538912",540476,15.9112251608085
"538913",540477,21.0916146375305
"538914",540478,21.0916146375305
"538915",540479,24.9576694524072
"538916",540480,24.4651882524409
"538917",540481,24.09953422107
"538918",540482,24.129684869397
"538919",540483,21.4127558535605
"538920",540484,21.4127558535605
"538921",540485,22
"538922",540486,5.5
"541972",543568,16.1568133264615
"541973",543569,16.1568133264615
"541974",543570,24.0868389764153
"541975",543571,25
"541976",543572,25
"541977",543573,25
"541978",543574,25
"541979",543575,25
"541980",543576,25
"541981",543577,25
"541982",543578,25
"541983",543579,25
"541984",543580,25
"541985",543581,25
"541986",543582,25
"541987",543583,25
"541988",543584,25
"541989",543585,25
"541990",543586,25
"541991",543587,25
"541992",543588,25
"541993",543589,25
"541994",543590,25
"541995",543591,25
"541996",543592,25
"541997",543593,25
"541998",543594,25
"541999",543595,25
"542000",543596,25
"542001",543597,25
"542002",543598,25
"542003",543599,25
"542004",543600,25
"542005",543601,25
"542006",543602,25
"542007",543603,25
"542008",543604,25
"542009",543605,25
"542010",543606,25
"542011",543607,25
"542012",543608,25
"542013",543609,25
"542014",543610,25
"542015",543611,25
"542016",543612,23.8930317306561
"542017",543613,24.4612801019992
"542018",543614,25
