"filename","id_no","seasonal","binomial","category"
"520_1",520,1,"Adelotus brevis","NT"
"596_1",596,1,"Afrixalus aureus","LC"
"928_1",928,1,"Alsodes barrioi","EN"
"929_1",929,1,"Alsodes montanus","VU"
"932_1",932,1,"Alsodes vanzolinii","EN"
"977_1",977,1,"Alytes muletensis","EN"
"979_1",979,1,"Alytes dickhilleni","EN"
"1093_1",1093,1,"Ambystoma lermaense","EN"
"1098_1",1098,1,"Ambystoma californiense","VU"
"1099_1",1099,1,"Ambystoma cingulatum","VU"
"1282_1",1282,1,"Aneides aeneus","NT"
"1301_1",1301,1,"Anhydrophryne rattrayi","VU"
"2119_1",2119,1,"Arthroleptides dutoiti","CR"
"2295_1",2295,1,"Chaltenobatrachus grandisonae","LC"
"2296_1",2296,1,"Atelognathus nitoi","VU"
"2297_1",2297,1,"Atelognathus reverberii","VU"
"2298_1",2298,1,"Atelognathus solitarius","DD"
"2647_1",2647,1,"Batrachoseps simatus","VU"
"2648_1",2648,1,"Batrachoseps stebbinsi","VU"
"2649_1",2649,1,"Batrachoseps campi","EN"
"2650_1",2650,1,"Batrachoseps relictus","DD"
"2665_1",2665,1,"Paradactylodon persicus","NT"
"2865_1",2865,1,"Bombina bombina","LC"
"3069_1",3069,1,"Breviceps gibbosus","NT"
"3070_1",3070,1,"Breviceps macrops","NT"
"3169_1",3169,1,"Anaxyrus exsul","VU"
"3170_1",3170,1,"Anaxyrus houstonensis","EN"
"3173_1",3173,1,"Anaxyrus retiformis","LC"
"3176_1",3176,1,"Vandijkophrynus amatolicus","CR"
"3177_1",3177,1,"Rhinella atacamensis","VU"
"3179_1",3179,1,"Anaxyrus boreas","LC"
"3180_1",3180,1,"Anaxyrus canorus","EN"
"3181_1",3181,1,"Anaxyrus nelsoni","EN"
"3441_1",3441,1,"Cacosternum capense","NT"
"3442_1",3442,1,"Cacosternum poyntoni","DD"
"4055_1",4055,1,"Calyptocephalella gayi","VU"
"4657_1",4657,1,"Chioglossa lusitanica","NT"
"5263_1",5263,1,"Conraua goliath","EN"
"6714_1",6714,1,"Discoglossus montalentii","NT"
"6715_1",6715,1,"Latonia nigriventer","CR"
"6937_1",6937,1,"Dyscophus antongilii","LC"
"7143_1",7143,1,"Eleutherodactylus cavernicola","CR"
"7144_1",7144,1,"Eleutherodactylus fuscus","EN"
"7145_1",7145,1,"Eleutherodactylus junori","CR"
"7147_1",7147,1,"Eleutherodactylus semipalmatus","CR"
"7148_1",7148,1,"Eleutherodactylus sisyphodemus","CR"
"7149_1",7149,1,"Eleutherodactylus cooki","EN"
"7455_1",7455,1,"Eleutherodactylus principalis","EN"
"8371_1",8371,1,"Euproctus platycephalus","VU"
"8375_1",8375,1,"Eupsophus insularis","CR"
"9031_1",9031,1,"Geocrinia alba","CR"
"9032_1",9032,1,"Geocrinia vitellina","VU"
"9763_1",9763,1,"Heleioporus albopunctatus","LC"
"9772_1",9772,1,"Heleophryne hewitti","EN"
"9773_1",9773,1,"Heleophryne rosei","CR"
"10215_1",10215,1,"Holoaden bradei","CR"
"10304_1",10304,1,"Hydromantes brunus","VU"
"10305_1",10305,1,"Hydromantes shastae","VU"
"10350_1",10350,1,"Dryophytes andersonii","NT"
"10355_1",10355,1,"Bokermannohyla izecksohni","CR"
"10356_1",10356,1,"Bokermannohyla langei","DD"
"10357_1",10357,1,"Boana secedens","DD"
"10459_1",10459,1,"Boana marianitae","LC"
"10566_1",10566,1,"Hylodes sazimai","DD"
"10613_1",10613,1,"Hynobius abei","EN"
"10615_1",10615,1,"Hynobius hidamontanus","EN"
"10616_1",10616,1,"Hynobius okiensis","EN"
"10617_1",10617,1,"Hynobius ikioi","VU"
"10618_1",10618,1,"Hynobius takedai","EN"
"10634_1",10634,1,"Stereocyclops histrio","DD"
"10644_1",10644,1,"Hyperolius pickersgilli","EN"
"10832_1",10832,1,"Insuetophrynus acarpicus","EN"
"11381_1",11381,1,"Lechriodus fletcheri","LC"
"11450_1",11450,1,"Leiopelma archeyi","CR"
"11451_1",11451,1,"Leiopelma hamiltoni","VU"
"11452_1",11452,1,"Leiopelma hochstetteri","LC"
"11663_1",11663,1,"Leptodactylus marambaiae","LC"
"11700_1",11700,1,"Leptopelis xenodactylus","EN"
"12143_1",12143,1,"Litoria aurea","VU"
"12144_1",12144,1,"Litoria brevipalmata","EN"
"12145_1",12145,1,"Litoria castanea","CR"
"12146_1",12146,1,"Litoria dentata","LC"
"12147_1",12147,1,"Litoria lesueurii","LC"
"12148_1",12148,1,"Litoria nannotis","EN"
"12149_1",12149,1,"Litoria nyakalensis","CR"
"12150_1",12150,1,"Litoria pearsoniana","NT"
"12151_1",12151,1,"Litoria piperata","CR"
"12152_1",12152,1,"Litoria raniformis","EN"
"12153_1",12153,1,"Litoria rheocola","EN"
"12154_1",12154,1,"Litoria spenceri","CR"
"12155_1",12155,1,"Litoria verreauxii","LC"
"12156_1",12156,1,"Litoria lorica","CR"
"13032_1",13032,1,"Melanobatrachus indicus","EN"
"13198_1",13198,1,"Mertensiella caucasica","VU"
"13318_1",13318,1,"Microbatrachella capensis","CR"
"13595_1",13595,1,"Mixophyes balbus","VU"
"13596_1",13596,1,"Mixophyes fasciolatus","LC"
"13597_1",13597,1,"Mixophyes fleayi","EN"
"13598_1",13598,1,"Mixophyes iteratus","EN"
"14663_1",14663,1,"Sooglossus thomasseti","CR"
"14734_1",14734,1,"Neurergus crocatus","VU"
"14735_1",14735,1,"Neurergus strauchii","VU"
"14872_1",14872,1,"Notophthalmus perstriatus","NT"
"14969_1",14969,1,"Litoria dayi","EN"
"16129_1",16129,1,"Paramesotriton deloustali","LC"
"16190_1",16190,1,"Paratelmatobius gaigeae","DD"
"16191_1",16191,1,"Paratelmatobius lutzii","DD"
"16469_1",16469,1,"Pedostibes kempi","DD"
"16470_1",16470,1,"Pedostibes tuberculosus","EN"
"16498_1",16498,1,"Pelobates fuscus","LC"
"16801_1",16801,1,"Phaeognathus hubrichti","EN"
"16997_1",16997,1,"Philoria frosti","CR"
"17518_1",17518,1,"Cornufer vitianus","NT"
"17519_1",17519,1,"Platymantis insulatus","CR"
"17520_1",17520,1,"Platymantis spelaeus","EN"
"17524_1",17524,1,"Platymantis banahao","NT"
"17528_1",17528,1,"Platymantis cornutus","LC"
"17534_1",17534,1,"Platymantis hazelae","VU"
"17537_1",17537,1,"Platymantis levigatus","EN"
"17546_1",17546,1,"Platymantis negrosensis","NT"
"17548_1",17548,1,"Platymantis panayensis","EN"
"17551_1",17551,1,"Platymantis polillensis","LC"
"17553_1",17553,1,"Platymantis rabori","LC"
"17558_1",17558,1,"Platymantis subterrestris","EN"
"17625_1",17625,1,"Plethodon larselli","NT"
"17626_1",17626,1,"Plethodon neomexicanus","NT"
"17627_1",17627,1,"Plethodon nettingi","NT"
"17628_1",17628,1,"Plethodon stormi","EN"
"17629_1",17629,1,"Plethodon shenandoah","VU"
"17630_1",17630,1,"Plethodon caddoensis","NT"
"17631_1",17631,1,"Plethodon fourchensis","VU"
"17632_1",17632,1,"Plethodon hubrichti","VU"
"17633_1",17633,1,"Plethodon ouachitae","NT"
"18581_1",18581,1,"Pseudophryne bibronii","NT"
"18582_1",18582,1,"Pseudophryne corroboree","CR"
"18583_1",18583,1,"Pseudophryne australis","VU"
"19156_1",19156,1,"Rana latastei","VU"
"19168_1",19168,1,"Babina holsti","EN"
"19172_1",19172,1,"Babina subaspera","EN"
"19175_1",19175,1,"Rana boylii","NT"
"19176_1",19176,1,"Rana cascadae","NT"
"19177_1",19177,1,"Rana muscosa","EN"
"19179_1",19179,1,"Rana pretiosa","VU"
"19180_1",19180,1,"Lithobates subaquavocalis","CR"
"19181_1",19181,1,"Lithobates yavapaiensis","LC"
"19242_1",19242,1,"Pulchrana melanomenta","DD"
"19304_1",19304,1,"Ranodon sibiricus","EN"
"19513_1",19513,1,"Rhinoderma darwinii","EN"
"19514_1",19514,1,"Rhinoderma rufum","CR"
"19843_1",19843,1,"Salamandra atra","LC"
"19845_1",19845,1,"Salamandra lanzai","CR"
"20380_1",20380,1,"Sechellophryne gardineri","EN"
"20381_1",20381,1,"Sooglossus sechellensis","EN"
"20454_1",20454,1,"Speleomantes ambrosii","CR"
"20455_1",20455,1,"Speleomantes flavus","EN"
"20456_1",20456,1,"Speleomantes genei","VU"
"20457_1",20457,1,"Speleomantes imperialis","NT"
"20458_1",20458,1,"Speleomantes italicus","EN"
"20459_1",20459,1,"Speleomantes supramontis","EN"
"21283_1",21283,1,"Tachycnemis seychellensis","LC"
"21529_1",21529,1,"Taudactylus acutirostris","CR"
"21531_1",21531,1,"Taudactylus eungellensis","CR"
"21532_1",21532,1,"Taudactylus liemi","NT"
"21533_1",21533,1,"Taudactylus pleione","CR"
"21534_1",21534,1,"Taudactylus rheophilus","CR"
"21584_1",21584,1,"Telmatobius peruvianus","VU"
"21585_1",21585,1,"Telmatobius zapahuirensis","EN"
"21622_1",21622,1,"Telmatobufo australis","LC"
"21623_1",21623,1,"Telmatobufo bullocki","EN"
"21624_1",21624,1,"Telmatobufo venustus","EN"
"21816_1",21816,1,"Thoropa lutzi","EN"
"21817_1",21817,1,"Thoropa petropolitana","VU"
"22212_1",22212,1,"Triturus cristatus","LC"
"22216_1",22216,1,"Triturus dobrogicus","LC"
"22707_1",22707,1,"Eurycea spelaea","LC"
"22742_1",22742,1,"Uperoleia marmorata","DD"
"22743_1",22743,1,"Uperoleia orientalis","DD"
"23124_1",23124,1,"Xenopus gilli","EN"
"23900_1",23900,1,"Barbourula busuangensis","NT"
"25382_1",25382,1,"Ichthyophis glandulosus","DD"
"25390_1",25390,1,"Ichthyophis mindanaoensis","LC"
"25954_1",25954,1,"Melanophryniscus moreirae","NT"
"26156_1",26156,1,"Nyctixalus spinosus","LC"
"26210_1",26210,1,"Aphantophryne nana","NT"
"26438_1",26438,1,"Philautus leitensis","LC"
"26459_1",26459,1,"Philautus schmackeri","EN"
"29408_1",29408,1,"Osteocephalus oophagus","LC"
"29415_1",29415,1,"Boana palaestes","EN"
"29417_1",29417,1,"Atelognathus ceii","DD"
"29419_1",29419,1,"Hylarana chitwanensis","NT"
"29425_1",29425,1,"Ischnocnema paranaensis","DD"
"29426_1",29426,1,"Nototriton brodiei","EN"
"29430_1",29430,1,"Dendropsophus amicorum","CR"
"29431_1",29431,1,"Xenohyla eugenioi","DD"
"29432_1",29432,1,"Ameerega planipaleae","CR"
"29433_1",29433,1,"Boophis lichenoides","LC"
"29435_1",29435,1,"Amolops cremnobatus","LC"
"29442_1",29442,1,"Physalaemus maximus","DD"
"29450_1",29450,1,"Platymantis pygmaeus","LC"
"29451_1",29451,1,"Platymantis naomii","NT"
"29470_1",29470,1,"Eleutherodactylus tonyi","CR"
"29471_1",29471,1,"Eleutherodactylus casparii","EN"
"29472_1",29472,1,"Eleutherodactylus goini","VU"
"29487_1",29487,1,"Brachycephalus hermogenesi","LC"
"29588_1",29588,1,"Pelophryne albotaeniata","VU"
"29591_1",29591,1,"Platymantis isarog","LC"
"39419_1",39419,1,"Onychodactylus fischeri","LC"
"39420_1",39420,1,"Triturus karelinii","LC"
"39421_1",39421,1,"Bufo verrucosissimus","NT"
"39422_1",39422,1,"Pelodytes caucasicus","NT"
"40785_1",40785,1,"Alsodes tumultuosus","VU"
"40798_1",40798,1,"Philautus poecilius","LC"
"40799_1",40799,1,"Limnonectes diuatus","VU"
"41028_1",41028,1,"Litoria andiirrmalin","VU"
"41029_1",41029,1,"Litoria booroolongensis","CR"
"41031_1",41031,1,"Litoria cavernicola","DD"
"41032_1",41032,1,"Litoria cooloolensis","EN"
"41033_1",41033,1,"Litoria freycineti","VU"
"41034_1",41034,1,"Litoria genimaculata","LC"
"41035_1",41035,1,"Litoria jervisiensis","LC"
"41036_1",41036,1,"Litoria littlejohni","LC"
"41037_1",41037,1,"Litoria olongburensis","VU"
"41038_1",41038,1,"Litoria subglandulosa","VU"
"41039_1",41039,1,"Cophixalus mcdonaldi","EN"
"41040_1",41040,1,"Cophixalus neglectus","EN"
"41041_1",41041,1,"Cophixalus saxatilis","VU"
"41042_1",41042,1,"Cophixalus peninsularis","DD"
"41043_1",41043,1,"Cophixalus zweifeli","DD"
"41044_1",41044,1,"Crinia sloanei","DD"
"41045_1",41045,1,"Crinia tinnula","VU"
"41046_1",41046,1,"Heleioporus australiacus","VU"
"41047_1",41047,1,"Notaden weigeli","DD"
"41048_1",41048,1,"Pseudophryne covacevichae","EN"
"41049_1",41049,1,"Pseudophryne douglasi","LC"
"41050_1",41050,1,"Pseudophryne pengilleyi","EN"
"41051_1",41051,1,"Pseudophryne semimarmorata","LC"
"41052_1",41052,1,"Spicospina flammocaerulea","VU"
"41053_1",41053,1,"Uperoleia arenicola","DD"
"41054_1",41054,1,"Uperoleia aspera","LC"
"41055_1",41055,1,"Uperoleia borealis","LC"
"41056_1",41056,1,"Uperoleia crassa","LC"
"41057_1",41057,1,"Uperoleia martini","DD"
"41058_1",41058,1,"Uperoleia micromeles","LC"
"41059_1",41059,1,"Uperoleia minima","LC"
"41060_1",41060,1,"Uperoleia mjobergii","LC"
"41061_1",41061,1,"Uperoleia talpa","LC"
"41062_1",41062,1,"Uperoleia trachyderma","LC"
"41063_1",41063,1,"Uperoleia tyleri","DD"
"41065_1",41065,1,"Rhinella marina","LC"
"41066_1",41066,1,"Litoria alboguttata","LC"
"41067_1",41067,1,"Litoria australis","LC"
"41068_1",41068,1,"Litoria brevipes","LC"
"41069_1",41069,1,"Litoria cryptotis","LC"
"41070_1",41070,1,"Litoria cultripes","LC"
"41071_1",41071,1,"Litoria longipes","LC"
"41072_1",41072,1,"Litoria maculosa","LC"
"41073_1",41073,1,"Litoria maini","LC"
"41074_1",41074,1,"Litoria manya","LC"
"41075_1",41075,1,"Litoria novaehollandiae","LC"
"41076_1",41076,1,"Cyclorana platycephala","LC"
"41077_1",41077,1,"Litoria vagitus","LC"
"41078_1",41078,1,"Litoria verrucosa","LC"
"41079_1",41079,1,"Litoria adelaidensis","LC"
"41080_1",41080,1,"Litoria bicolor","LC"
"41081_1",41081,1,"Litoria burrowsi","LC"
"41082_1",41082,1,"Litoria caerulea","LC"
"41083_1",41083,1,"Litoria chloris","LC"
"41084_1",41084,1,"Litoria citropa","LC"
"41085_1",41085,1,"Litoria coplandi","LC"
"41086_1",41086,1,"Litoria cyclorhyncha","LC"
"41087_1",41087,1,"Litoria dahlii","LC"
"41088_1",41088,1,"Litoria electrica","LC"
"41089_1",41089,1,"Litoria eucnemis","LC"
"41090_1",41090,1,"Litoria ewingii","LC"
"41091_1",41091,1,"Litoria fallax","LC"
"41092_1",41092,1,"Litoria gilleni","LC"
"41093_1",41093,1,"Litoria gracilenta","LC"
"41094_1",41094,1,"Litoria inermis","LC"
"41095_1",41095,1,"Nyctimystes infrafrenatus","LC"
"41096_1",41096,1,"Litoria latopalmata","LC"
"41097_1",41097,1,"Litoria longirostris","LC"
"41098_1",41098,1,"Litoria meiriana","LC"
"41099_1",41099,1,"Litoria microbelos","LC"
"41100_1",41100,1,"Litoria moorei","LC"
"41101_1",41101,1,"Litoria nasuta","LC"
"41102_1",41102,1,"Litoria nigrofrenata","LC"
"41103_1",41103,1,"Litoria pallida","LC"
"41104_1",41104,1,"Litoria paraewingi","LC"
"41105_1",41105,1,"Litoria peronii","LC"
"41106_1",41106,1,"Litoria personata","LC"
"41107_1",41107,1,"Litoria phyllochroa","LC"
"41108_1",41108,1,"Litoria revelata","LC"
"41109_1",41109,1,"Litoria rothii","LC"
"41110_1",41110,1,"Litoria rubella","LC"
"41111_1",41111,1,"Litoria splendida","LC"
"41112_1",41112,1,"Litoria tornieri","LC"
"41113_1",41113,1,"Litoria tyleri","LC"
"41115_1",41115,1,"Litoria watjulumensis","LC"
"41116_1",41116,1,"Litoria xanthomera","LC"
"41117_1",41117,1,"Cophixalus bombiens","NT"
"41118_1",41118,1,"Cophixalus concinnus","CR"
"41119_1",41119,1,"Cophixalus crepitans","NT"
"41120_1",41120,1,"Cophixalus exiguus","NT"
"41121_1",41121,1,"Cophixalus hosmeri","LC"
"41122_1",41122,1,"Cophixalus infacetus","LC"
"41123_1",41123,1,"Cophixalus ornatus","LC"
"41129_1",41129,1,"Arenophryne rotunda","LC"
"41130_1",41130,1,"Assa darlingtoni","LC"
"41132_1",41132,1,"Crinia bilingua","LC"
"41133_1",41133,1,"Crinia deserticola","LC"
"41134_1",41134,1,"Crinia georgiana","LC"
"41135_1",41135,1,"Crinia glauerti","LC"
"41136_1",41136,1,"Crinia insignifera","LC"
"41137_1",41137,1,"Crinia parinsignifera","LC"
"41138_1",41138,1,"Crinia pseudinsignifera","LC"
"41139_1",41139,1,"Crinia remota","LC"
"41140_1",41140,1,"Crinia riparia","LC"
"41141_1",41141,1,"Crinia signifera","LC"
"41142_1",41142,1,"Crinia subinsignifera","LC"
"41143_1",41143,1,"Crinia tasmaniensis","LC"
"41144_1",41144,1,"Geocrinia laevis","LC"
"41145_1",41145,1,"Geocrinia leai","LC"
"41146_1",41146,1,"Geocrinia lutea","NT"
"41147_1",41147,1,"Geocrinia rosea","LC"
"41148_1",41148,1,"Geocrinia victoriana","LC"
"41149_1",41149,1,"Heleioporus barycragus","LC"
"41150_1",41150,1,"Heleioporus eyrei","LC"
"41151_1",41151,1,"Heleioporus inornatus","LC"
"41152_1",41152,1,"Heleioporus psammophilus","LC"
"41156_1",41156,1,"Limnodynastes convexiusculus","LC"
"41157_1",41157,1,"Limnodynastes depressus","LC"
"41158_1",41158,1,"Limnodynastes dorsalis","LC"
"41159_1",41159,1,"Limnodynastes dumerilii","LC"
"41160_1",41160,1,"Limnodynastes fletcheri","LC"
"41161_1",41161,1,"Limnodynastes interioris","LC"
"41162_1",41162,1,"Platyplectrum ornatum","LC"
"41163_1",41163,1,"Limnodynastes peronii","LC"
"41164_1",41164,1,"Limnodynastes salmini","LC"
"41165_1",41165,1,"Platyplectrum spenceri","LC"
"41166_1",41166,1,"Limnodynastes tasmaniensis","LC"
"41167_1",41167,1,"Limnodynastes terraereginae","LC"
"41169_1",41169,1,"Metacrinia nichollsi","LC"
"41170_1",41170,1,"Mixophyes schevilli","LC"
"41171_1",41171,1,"Myobatrachus gouldii","LC"
"41172_1",41172,1,"Neobatrachus albipes","LC"
"41173_1",41173,1,"Neobatrachus aquilonius","LC"
"41174_1",41174,1,"Neobatrachus centralis","LC"
"41175_1",41175,1,"Neobatrachus fulvus","LC"
"41176_1",41176,1,"Neobatrachus kunapalari","LC"
"41177_1",41177,1,"Neobatrachus pelobatoides","LC"
"41178_1",41178,1,"Neobatrachus pictus","LC"
"41179_1",41179,1,"Neobatrachus sudelli","LC"
"41180_1",41180,1,"Neobatrachus sutor","LC"
"41181_1",41181,1,"Neobatrachus wilsmorei","LC"
"41182_1",41182,1,"Notaden bennettii","LC"
"41183_1",41183,1,"Notaden melanoscaphus","LC"
"41184_1",41184,1,"Notaden nichollsi","LC"
"41185_1",41185,1,"Paracrinia haswelli","LC"
"41186_1",41186,1,"Pseudophryne coriacea","LC"
"41187_1",41187,1,"Pseudophryne dendyi","LC"
"41188_1",41188,1,"Pseudophryne guentheri","LC"
"41189_1",41189,1,"Pseudophryne major","LC"
"41190_1",41190,1,"Pseudophryne occidentalis","LC"
"41191_1",41191,1,"Uperoleia altissima","LC"
"41192_1",41192,1,"Uperoleia capitulata","LC"
"41193_1",41193,1,"Uperoleia fusca","LC"
"41194_1",41194,1,"Uperoleia glandulosa","LC"
"41195_1",41195,1,"Uperoleia inundata","LC"
"41196_1",41196,1,"Uperoleia laevigata","LC"
"41197_1",41197,1,"Uperoleia lithomoda","LC"
"41198_1",41198,1,"Uperoleia littlejohni","LC"
"41199_1",41199,1,"Uperoleia mimula","LC"
"41200_1",41200,1,"Uperoleia rugosa","LC"
"41201_1",41201,1,"Uperoleia russelli","LC"
"41202_1",41202,1,"Papurana daemeli","LC"
"41225_1",41225,1,"Occidozyga diminutiva","NT"
"41226_1",41226,1,"Alcalus mariae","EN"
"41231_1",41231,1,"Limnonectes leytensis","LC"
"41232_1",41232,1,"Limnonectes visayanus","NT"
"41233_1",41233,1,"Limnonectes parvus","LC"
"41234_1",41234,1,"Limnonectes woodworthi","LC"
"41235_1",41235,1,"Gastrotheca albolineata","LC"
"41237_1",41237,1,"Quasipaa fasciculispina","LC"
"41238_1",41238,1,"Limnonectes kohchangae","LC"
"41239_1",41239,1,"Limnonectes namiyei","EN"
"41240_1",41240,1,"Alcalus tasanae","LC"
"41241_1",41241,1,"Lyciasalamandra luschani","VU"
"54345_1",54345,1,"Peltophryne lemur","EN"
"54346_1",54346,1,"Osteopilus vastus","VU"
"54347_1",54347,1,"Austrochaperina adelphe","LC"
"54348_1",54348,1,"Austrochaperina fryi","LC"
"54349_1",54349,1,"Austrochaperina gracilipes","LC"
"54350_1",54350,1,"Austrochaperina pluvialis","LC"
"54351_1",54351,1,"Austrochaperina robusta","LC"
"54352_1",54352,1,"Crinia nimbus","LC"
"54353_1",54353,1,"Philoria kundagungan","EN"
"54354_1",54354,1,"Philoria loveridgei","EN"
"54355_1",54355,1,"Philoria sphagnicolus","EN"
"54356_1",54356,1,"Limnodynastes lignarius","LC"
"54357_1",54357,1,"Ptychadena tellinii","LC"
"54358_1",54358,1,"Amietia dracomontana","LC"
"54359_1",54359,1,"Amietia vertebralis","LC"
"54360_1",54360,1,"Cryptotriton monzoni","CR"
"54364_1",54364,1,"Arthroleptis adolfifriederici","LC"
"54365_1",54365,1,"Arthroleptis affinis","LC"
"54366_1",54366,1,"Arthroleptis bivittatus","DD"
"54367_1",54367,1,"Arthroleptis brevipes","DD"
"54368_1",54368,1,"Arthroleptis carquejai","DD"
"54369_1",54369,1,"Arthroleptis crusculum","NT"
"54371_1",54371,1,"Arthroleptis francei","VU"
"54372_1",54372,1,"Arthroleptis hematogaster","DD"
"54373_1",54373,1,"Arthroleptis lameerei","LC"
"54374_1",54374,1,"Arthroleptis loveridgei","DD"
"54375_1",54375,1,"Tomopterna milletihorsini","DD"
"54376_1",54376,1,"Arthroleptis mossoensis","DD"
"54377_1",54377,1,"Arthroleptis nikeae","CR"
"54378_1",54378,1,"Arthroleptis nimbaensis","DD"
"54379_1",54379,1,"Arthroleptis phrynoides","DD"
"54380_1",54380,1,"Arthroleptis poecilonotus","LC"
"54381_1",54381,1,"Arthroleptis pyrrhoscelis","LC"
"54382_1",54382,1,"Arthroleptis reichei","LC"
"54384_1",54384,1,"Arthroleptis spinalis","DD"
"54386_1",54386,1,"Arthroleptis sylvaticus","LC"
"54387_1",54387,1,"Arthroleptis taeniatus","LC"
"54388_1",54388,1,"Arthroleptis tanneri","EN"
"54389_1",54389,1,"Arthroleptis troglodytes","CR"
"54390_1",54390,1,"Arthroleptis tuberosus","DD"
"54391_1",54391,1,"Arthroleptis variabilis","LC"
"54392_1",54392,1,"Arthroleptis vercammeni","DD"
"54393_1",54393,1,"Arthroleptis wahlbergii","LC"
"54396_1",54396,1,"Arthroleptis zimmeri","DD"
"54397_1",54397,1,"Arthroleptis aureoli","NT"
"54398_1",54398,1,"Cardioglossa cyaneospila","NT"
"54400_1",54400,1,"Cardioglossa elegans","LC"
"54401_1",54401,1,"Cardioglossa escalerae","LC"
"54402_1",54402,1,"Cardioglossa gracilis","LC"
"54403_1",54403,1,"Cardioglossa gratiosa","LC"
"54405_1",54405,1,"Cardioglossa melanogaster","VU"
"54407_1",54407,1,"Cardioglossa oreas","EN"
"54408_1",54408,1,"Cardioglossa pulchra","EN"
"54409_1",54409,1,"Cardioglossa schioetzi","VU"
"54410_1",54410,1,"Cardioglossa trifasciata","CR"
"54411_1",54411,1,"Cardioglossa venusta","EN"
"54412_1",54412,1,"Arthroleptis xenochirus","LC"
"54413_1",54413,1,"Ascaphus montanus","LC"
"54414_1",54414,1,"Ascaphus truei","LC"
"54415_1",54415,1,"Astylosternus batesi","LC"
"54416_1",54416,1,"Astylosternus diadematus","LC"
"54417_1",54417,1,"Astylosternus fallax","VU"
"54418_1",54418,1,"Astylosternus laurenti","EN"
"54419_1",54419,1,"Astylosternus montanus","LC"
"54420_1",54420,1,"Astylosternus nganhanus","CR"
"54421_1",54421,1,"Astylosternus occidentalis","LC"
"54422_1",54422,1,"Astylosternus perreti","EN"
"54423_1",54423,1,"Astylosternus ranoides","EN"
"54424_1",54424,1,"Astylosternus rheophilus","NT"
"54425_1",54425,1,"Astylosternus schioetzi","EN"
"54426_1",54426,1,"Leptodactylodon albiventris","EN"
"54427_1",54427,1,"Leptodactylodon axillaris","CR"
"54428_1",54428,1,"Leptodactylodon bicolor","NT"
"54429_1",54429,1,"Leptodactylodon blanci","EN"
"54430_1",54430,1,"Leptodactylodon boulengeri","NT"
"54431_1",54431,1,"Leptodactylodon bueanus","EN"
"54432_1",54432,1,"Leptodactylodon erythrogaster","CR"
"54433_1",54433,1,"Leptodactylodon mertensi","EN"
"54434_1",54434,1,"Leptodactylodon ornatus","EN"
"54435_1",54435,1,"Leptodactylodon ovatus","LC"
"54436_1",54436,1,"Leptodactylodon perreti","EN"
"54437_1",54437,1,"Leptodactylodon polyacanthus","VU"
"54438_1",54438,1,"Leptodactylodon stevarti","EN"
"54439_1",54439,1,"Leptodactylodon ventrimarmoratus","VU"
"54440_1",54440,1,"Leptodactylodon wildi","CR"
"54441_1",54441,1,"Nyctibates corrugatus","LC"
"54442_1",54442,1,"Scotobleps gabonicus","LC"
"54443_1",54443,1,"Trichobatrachus robustus","LC"
"54445_1",54445,1,"Bombina fortinuptialis","VU"
"54446_1",54446,1,"Bombina lichuanensis","VU"
"54448_1",54448,1,"Bombina microdeladigitora","VU"
"54449_1",54449,1,"Bombina orientalis","LC"
"54452_1",54452,1,"Brachycephalus didactylus","LC"
"54453_1",54453,1,"Brachycephalus ephippium","LC"
"54454_1",54454,1,"Brachycephalus nodoterga","DD"
"54455_1",54455,1,"Brachycephalus pernix","DD"
"54456_1",54456,1,"Brachycephalus vertebralis","DD"
"54459_1",54459,1,"Adenomus kelaartii","VU"
"54460_1",54460,1,"Altiphrynoides malcolmi","EN"
"54461_1",54461,1,"Rhaebo atelopoides","CR"
"54462_1",54462,1,"Rhaebo colomai","EN"
"54463_1",54463,1,"Rhaebo olallai","CR"
"54464_1",54464,1,"Ansonia albomaculata","LC"
"54466_1",54466,1,"Ansonia fuliginea","LC"
"54467_1",54467,1,"Ansonia glandulosa","LC"
"54469_1",54469,1,"Ansonia hanitschi","LC"
"54470_1",54470,1,"Ansonia inthanon","LC"
"54471_1",54471,1,"Ansonia latidisca","EN"
"54472_1",54472,1,"Ansonia leptopus","LC"
"54473_1",54473,1,"Ansonia longidigita","LC"
"54474_1",54474,1,"Ansonia malayana","LC"
"54475_1",54475,1,"Ansonia mcgregori","LC"
"54476_1",54476,1,"Ansonia minuta","LC"
"54477_1",54477,1,"Ansonia muelleri","LC"
"54478_1",54478,1,"Ghatophryne ornata","EN"
"54479_1",54479,1,"Ansonia penangensis","LC"
"54480_1",54480,1,"Ansonia platysoma","LC"
"54481_1",54481,1,"Ghatophryne rubigina","VU"
"54482_1",54482,1,"Ansonia siamensis","EN"
"54483_1",54483,1,"Ansonia spinulifer","LC"
"54484_1",54484,1,"Ansonia tiomanica","LC"
"54485_1",54485,1,"Ansonia torrentis","LC"
"54487_1",54487,1,"Atelopus andinus","EN"
"54489_1",54489,1,"Atelopus arsyecue","CR"
"54491_1",54491,1,"Atelopus balios","CR"
"54492_1",54492,1,"Atelopus bomolochos","CR"
"54494_1",54494,1,"Atelopus carauta","DD"
"54496_1",54496,1,"Atelopus carrikeri","EN"
"54497_1",54497,1,"Atelopus certus","CR"
"54500_1",54500,1,"Atelopus chrysocorallus","CR"
"54501_1",54501,1,"Atelopus coynei","CR"
