"filename","id_no","seasonal","binomial","category"
"55424_1",55424,1,"Dendropsophus cachimbo","DD"
"55425_1",55425,1,"Boana caingua","LC"
"55426_1",55426,1,"Boana calcarata","LC"
"55427_1",55427,1,"Hyloscirtus callipeza","VU"
"55428_1",55428,1,"Boana callipleura","LC"
"55429_1",55429,1,"Aplastodiscus callipygius","LC"
"55433_1",55433,1,"Dendropsophus carnifex","LC"
"55434_1",55434,1,"Bokermannohyla carvalhoi","LC"
"55435_1",55435,1,"Exerodonta catracha","NT"
"55436_1",55436,1,"Hyloscirtus caucanus","EN"
"55437_1",55437,1,"Aplastodiscus cavicola","NT"
"55438_1",55438,1,"Sarcohyla celata","NT"
"55439_1",55439,1,"Sarcohyla cembra","EN"
"55440_1",55440,1,"Dendropsophus cerradensis","DD"
"55441_1",55441,1,"Charadrahyla chaneque","VU"
"55443_1",55443,1,"Hyloscirtus charazani","CR"
"55444_1",55444,1,"Exerodonta chimalapa","EN"
"55445_1",55445,1,"Hyla chinensis","LC"
"55447_1",55447,1,"Sarcohyla chryses","EN"
"55448_1",55448,1,"Dryophytes chrysoscelis","LC"
"55449_1",55449,1,"Dryophytes cinereus","LC"
"55450_1",55450,1,"Boana cipoensis","NT"
"55451_1",55451,1,"Bokermannohyla circumdata","LC"
"55452_1",55452,1,"Boana claresignata","DD"
"55453_1",55453,1,"Boana clepsydra","DD"
"55454_1",55454,1,"Dendropsophus columbianus","LC"
"55455_1",55455,1,"Hyloscirtus colymba","EN"
"55456_1",55456,1,"Sarcohyla crassa","CR"
"55457_1",55457,1,"Boana crepitans","LC"
"55458_1",55458,1,"Dendropsophus cruzi","LC"
"55460_1",55460,1,"Sarcohyla cyclada","VU"
"55461_1",55461,1,"Boana cymbalum","CR"
"55462_1",55462,1,"Isthmohyla debilis","CR"
"55463_1",55463,1,"Dendropsophus decipiens","LC"
"55464_1",55464,1,"Dendropsophus delarivai","LC"
"55465_1",55465,1,"Ptychohyla dendrophasma","CR"
"55466_1",55466,1,"Bromeliohyla dendroscarta","EN"
"55467_1",55467,1,"Boana dentei","LC"
"55468_1",55468,1,"Hyloscirtus denticulentus","VU"
"55469_1",55469,1,"Dendropsophus dutrai","DD"
"55470_1",55470,1,"Dendropsophus ebraccatus","LC"
"55472_1",55472,1,"Aplastodiscus ehrhardti","LC"
"55473_1",55473,1,"Dendropsophus elegans","LC"
"55474_1",55474,1,"Dendropsophus elianeae","LC"
"55475_1",55475,1,"Boana ericae","DD"
"55476_1",55476,1,"Dryophytes euphorbiaceus","LC"
"55477_1",55477,1,"Boana exastis","DD"
"55478_1",55478,1,"Dryophytes eximius","LC"
"55479_1",55479,1,"Boana faber","LC"
"55480_1",55480,1,"Boana fasciata","LC"
"55481_1",55481,1,"Dryophytes femoralis","LC"
"55482_1",55482,1,"Ecnomiohyla fimbrimembra","VU"
"55483_1",55483,1,"Aplastodiscus flumineus","DD"
"55484_1",55484,1,"Boana fuentei","DD"
"55485_1",55485,1,"Dendropsophus garagoensis","LC"
"55486_1",55486,1,"Dendropsophus gaucheri","LC"
"55487_1",55487,1,"Boana geographica","LC"
"55488_1",55488,1,"Dendropsophus giesleri","LC"
"55489_1",55489,1,"Tlalocohyla godmani","VU"
"55490_1",55490,1,"Boana goiana","LC"
"55491_1",55491,1,"Bokermannohyla gouveai","DD"
"55492_1",55492,1,"Isthmohyla graceae","CR"
"55494_1",55494,1,"Boana cinerascens","LC"
"55495_1",55495,1,"Dryophytes gratiosus","LC"
"55496_1",55496,1,"Dendropsophus gryllatus","EN"
"55497_1",55497,1,"Boana guentheri","LC"
"55498_1",55498,1,"Dendropsophus haddadi","LC"
"55499_1",55499,1,"Hyla hallowellii","LC"
"55500_1",55500,1,"Dendropsophus haraldschultzi","LC"
"55501_1",55501,1,"Sarcohyla hazelae","VU"
"55502_1",55502,1,"Boana heilprini","VU"
"55504_1",55504,1,"Boana hobbsi","LC"
"55505_1",55505,1,"Boana hutchinsi","LC"
"55506_1",55506,1,"Bokermannohyla hylax","LC"
"55508_1",55508,1,"Aplastodiscus ibirapitanga","LC"
"55509_1",55509,1,"Bokermannohyla ibitiguara","DD"
"55510_1",55510,1,"Bokermannohyla ibitipoca","DD"
"55511_1",55511,1,"Hyla imitator","DD"
"55512_1",55512,1,"Dryophytes immaculatus","LC"
"55513_1",55513,1,"Dryaderces inframaculata","DD"
"55514_1",55514,1,"Isthmohyla infucata","EN"
"55516_1",55516,1,"Isthmohyla insolita","EN"
"55518_1",55518,1,"Hyloscirtus jahni","VU"
"55519_1",55519,1,"Dryophytes japonicus","LC"
"55520_1",55520,1,"Dendropsophus jimi","LC"
"55521_1",55521,1,"Dendropsophus joannae","DD"
"55522_1",55522,1,"Boana joaquini","LC"
"55523_1",55523,1,"Charadrahyla juanitae","NT"
"55524_1",55524,1,"Nesorohyla kanaima","EN"
"55525_1",55525,1,"Scinax karenanneae","LC"
"55526_1",55526,1,"Dendropsophus koechlini","LC"
"55527_1",55527,1,"Sarcohyla labedactyla","CR"
"55529_1",55529,1,"Isthmohyla lancasteri","LC"
"55530_1",55530,1,"Boana lanciformis","LC"
"55532_1",55532,1,"Hyloscirtus lascinius","LC"
"55533_1",55533,1,"Dendropsophus leali","LC"
"55534_1",55534,1,"Boana lemai","LC"
"55535_1",55535,1,"Boana leptolineata","LC"
"55536_1",55536,1,"Boana leucocheila","DD"
"55537_1",55537,1,"Dendropsophus leucophyllatus","LC"
"55538_1",55538,1,"Aplastodiscus leucopygius","LC"
"55539_1",55539,1,"Dendropsophus limai","DD"
"55540_1",55540,1,"Hyloscirtus lindae","LC"
"55541_1",55541,1,"Tlalocohyla loquax","LC"
"55542_1",55542,1,"Myersiohyla loveridgei","NT"
"55543_1",55543,1,"Bokermannohyla lucianae","DD"
"55544_1",55544,1,"Bokermannohyla luctuosa","LC"
"55545_1",55545,1,"Dendropsophus luteoocellatus","LC"
"55546_1",55546,1,"Hyloscirtus lynchi","CR"
"55547_1",55547,1,"Boana marginata","LC"
"55548_1",55548,1,"Dendropsophus marmoratus","LC"
"55549_1",55549,1,"Bokermannohyla martinsi","LC"
"55550_1",55550,1,"Dendropsophus mathiassoni","LC"
"55551_1",55551,1,"Dendropsophus melanargyreus","LC"
"55552_1",55552,1,"Exerodonta melanomma","VU"
"55553_1",55553,1,"Boana melanopleura","LC"
"55555_1",55555,1,"Dendropsophus meridensis","EN"
"55556_1",55556,1,"Dendropsophus meridianus","LC"
"55557_1",55557,1,"Hyla meridionalis","LC"
"55558_1",55558,1,"Dendropsophus microcephalus","LC"
"55559_1",55559,1,"Boana microderma","LC"
"55560_1",55560,1,"Dendropsophus microps","LC"
"55561_1",55561,1,"Ecnomiohyla miliaria","LC"
"55562_1",55562,1,"Ecnomiohyla minera","VU"
"55563_1",55563,1,"Dendropsophus minimus","DD"
"55564_1",55564,1,"Dendropsophus minusculus","LC"
"55565_1",55565,1,"Dendropsophus minutus","LC"
"55566_1",55566,1,"Rheohyla miotympanum","LC"
"55567_1",55567,1,"Megastomatohyla mixe","CR"
"55568_1",55568,1,"Megastomatohyla mixomaculata","EN"
"55569_1",55569,1,"Dendropsophus miyatai","LC"
"55571_1",55571,1,"Boana multifasciata","LC"
"55572_1",55572,1,"Aplastodiscus musicus","DD"
"55573_1",55573,1,"Sarcohyla mykter","EN"
"55574_1",55574,1,"Dendropsophus nahdereri","LC"
"55575_1",55575,1,"Dendropsophus nanus","LC"
"55576_1",55576,1,"Bokermannohyla nanuzae","LC"
"55577_1",55577,1,"Charadrahyla nephila","EN"
"55578_1",55578,1,"Dendropsophus novaisi","DD"
"55579_1",55579,1,"Megastomatohyla nubicola","CR"
"55580_1",55580,1,"Dendropsophus oliveirai","LC"
"55581_1",55581,1,"Boana ornatissima","LC"
"55582_1",55582,1,"Hyloscirtus pacha","DD"
"55584_1",55584,1,"Dendropsophus padreluna","LC"
"55586_1",55586,1,"Hyloscirtus palmeri","LC"
"55587_1",55587,1,"Hyloscirtus pantostictus","CR"
"55588_1",55588,1,"Boana pardalis","LC"
"55589_1",55589,1,"Dendropsophus parviceps","LC"
"55590_1",55590,1,"Dendropsophus pauiniensis","LC"
"55591_1",55591,1,"Dendropsophus pelidnus","NT"
"55592_1",55592,1,"Megastomatohyla pellita","CR"
"55593_1",55593,1,"Boana pellucens","LC"
"55595_1",55595,1,"Exerodonta perkinsi","EN"
"55596_1",55596,1,"Boana phaeopleura","DD"
"55597_1",55597,1,"Ecnomiohyla phantasmagoria","DD"
"55598_1",55598,1,"Dendropsophus phlebodes","LC"
"55599_1",55599,1,"Hyloscirtus phyllognathus","LC"
"55600_1",55600,1,"Isthmohyla picadoi","LC"
"55601_1",55601,1,"Hyloscirtus piceigularis","EN"
"55602_1",55602,1,"Tlalocohyla picta","LC"
"55603_1",55603,1,"Isthmohyla pictipes","CR"
"55604_1",55604,1,"Boana picturata","LC"
"55605_1",55605,1,"Scinax pinimus","DD"
"55606_1",55606,1,"Charadrahyla pinorum","VU"
"55607_1",55607,1,"Hyloscirtus platydactylus","VU"
"55608_1",55608,1,"Dryophytes plicatus","LC"
"55609_1",55609,1,"Boana polytaenia","LC"
"55610_1",55610,1,"Dendropsophus praestans","LC"
"55611_1",55611,1,"Boana prasina","LC"
"55612_1",55612,1,"Hyloscirtus psarolaimus","VU"
"55614_1",55614,1,"Dendropsophus pseudomeridianus","LC"
"55615_1",55615,1,"Bokermannohyla pseudopseudis","LC"
"55616_1",55616,1,"Isthmohyla pseudopuma","LC"
"55617_1",55617,1,"Hyloscirtus ptychodactylus","EN"
"55618_1",55618,1,"Boana pugnax","LC"
"55619_1",55619,1,"Boana pulchella","LC"
"55620_1",55620,1,"Boana punctata","LC"
"55622_1",55622,1,"Boana raniceps","LC"
"55623_1",55623,1,"Bokermannohyla ravida","DD"
"55624_1",55624,1,"Dendropsophus rhea","DD"
"55625_1",55625,1,"Dendropsophus rhodopeplus","LC"
"55626_1",55626,1,"Dendropsophus riveroi","LC"
"55627_1",55627,1,"Isthmohyla rivularis","EN"
"55628_1",55628,1,"Dendropsophus robertmertensi","LC"
"55629_1",55629,1,"Sarcohyla robertsorum","VU"
"55632_1",55632,1,"Boana rosenbergi","LC"
"55633_1",55633,1,"Dendropsophus rossalleni","LC"
"55634_1",55634,1,"Dendropsophus rubicundulus","LC"
"55635_1",55635,1,"Boana rubracyla","LC"
"55636_1",55636,1,"Boana rufitela","LC"
"55637_1",55637,1,"Dendropsophus ruschii","DD"
"55638_1",55638,1,"Boana rhythmica","NT"
"55640_1",55640,1,"Ecnomiohyla salvaje","EN"
"55641_1",55641,1,"Dendropsophus sanborni","LC"
"55642_1",55642,1,"Hyla sanchiangensis","LC"
"55643_1",55643,1,"Hyloscirtus sarampiona","EN"
"55644_1",55644,1,"Dendropsophus sarayacuensis","LC"
"55645_1",55645,1,"Hyla sarda","LC"
"55646_1",55646,1,"Dendropsophus sartori","LC"
"55647_1",55647,1,"Hyla savignyi","LC"
"55648_1",55648,1,"Bokermannohyla saxicola","LC"
"55649_1",55649,1,"Bokermannohyla sazimai","DD"
"55650_1",55650,1,"Dendropsophus schubarti","LC"
"55651_1",55651,1,"Boana semiguttata","LC"
"55652_1",55652,1,"Boana semilineata","LC"
"55653_1",55653,1,"Dendropsophus seniculus","LC"
"55654_1",55654,1,"Aplastodiscus sibilatus","DD"
"55655_1",55655,1,"Boana sibleszi","LC"
"55656_1",55656,1,"Hyloscirtus simmonsi","VU"
"55657_1",55657,1,"Hyla simplex","LC"
"55659_1",55659,1,"Exerodonta smaragdina","LC"
"55660_1",55660,1,"Tlalocohyla smithii","LC"
"55661_1",55661,1,"Dendropsophus soaresi","LC"
"55662_1",55662,1,"Dryophytes squirellus","LC"
"55663_1",55663,1,"Hyloscirtus staufferorum","EN"
"55664_1",55664,1,"Boana stenocephala","DD"
"55665_1",55665,1,"Dendropsophus stingi","LC"
"55666_1",55666,1,"Dendropsophus studerae","DD"
"55667_1",55667,1,"Dendropsophus subocularis","LC"
"55668_1",55668,1,"Exerodonta sumichrasti","LC"
"55670_1",55670,1,"Dryophytes suweonensis","EN"
"55671_1",55671,1,"Charadrahyla taeniopus","VU"
"55672_1",55672,1,"Hyloscirtus tapichalaca","DD"
"55674_1",55674,1,"Ecnomiohyla thysanota","DD"
"55675_1",55675,1,"Isthmohyla tica","CR"
"55676_1",55676,1,"Dendropsophus timbeba","LC"
"55677_1",55677,1,"Dendropsophus tintinnabulum","DD"
"55678_1",55678,1,"Hyloscirtus torrenticola","VU"
"55679_1",55679,1,"Dendropsophus triangulum","LC"
"55680_1",55680,1,"Dendropsophus tritaeniatus","LC"
"55681_1",55681,1,"Charadrahyla trux","EN"
"55682_1",55682,1,"Hyla tsinlingensis","LC"
"55684_1",55684,1,"Scinax uruguayus","LC"
"55685_1",55685,1,"Ecnomiohyla valancifer","CR"
"55687_1",55687,1,"Dryophytes versicolor","LC"
"55688_1",55688,1,"Scarthyla vigilans","LC"
"55689_1",55689,1,"Dendropsophus virolinensis","LC"
"55690_1",55690,1,"Dendropsophus walfordi","LC"
"55691_1",55691,1,"Dryophytes walkeri","VU"
"55692_1",55692,1,"Tepuihyla warreni","EN"
"55693_1",55693,1,"Boana wavrini","LC"
"55694_1",55694,1,"Dendropsophus werneri","LC"
"55695_1",55695,1,"Aplastodiscus weygoldti","NT"
"55696_1",55696,1,"Dryophytes wrightorum","LC"
"55697_1",55697,1,"Isthmohyla xanthosticta","DD"
"55698_1",55698,1,"Dendropsophus xapuriensis","LC"
"55699_1",55699,1,"Exerodonta xera","VU"
"55700_1",55700,1,"Dendropsophus yaracuyanus","EN"
"55701_1",55701,1,"Isthmohyla zeteki","VU"
"55702_1",55702,1,"Hyla zhaopingensis","DD"
"55703_1",55703,1,"Agalychnis aspera","LC"
"55704_1",55704,1,"Agalychnis granulosa","LC"
"55705_1",55705,1,"Litoria albolabris","DD"
"55706_1",55706,1,"Litoria amboinensis","LC"
"55707_1",55707,1,"Litoria angiana","LC"
"55708_1",55708,1,"Litoria arfakiana","LC"
"55709_1",55709,1,"Litoria aruensis","DD"
"55710_1",55710,1,"Litoria becki","LC"
"55711_1",55711,1,"Litoria brongersmai","LC"
"55712_1",55712,1,"Litoria bulmeri","LC"
"55713_1",55713,1,"Litoria capitula","DD"
"55714_1",55714,1,"Litoria chloronota","LC"
"55715_1",55715,1,"Litoria congenita","LC"
"55716_1",55716,1,"Litoria contrastens","LC"
"55717_1",55717,1,"Litoria darlingtoni","LC"
"55718_1",55718,1,"Litoria daviesae","VU"
"55719_1",55719,1,"Litoria dorsalis","LC"
"55720_1",55720,1,"Litoria dorsivena","LC"
"55721_1",55721,1,"Litoria elkeae","LC"
"55722_1",55722,1,"Litoria everetti","DD"
"55723_1",55723,1,"Litoria exophthalmia","LC"
"55724_1",55724,1,"Litoria graminea","LC"
"55725_1",55725,1,"Litoria havina","LC"
"55726_1",55726,1,"Litoria impura","LC"
"55727_1",55727,1,"Litoria iris","LC"
"55730_1",55730,1,"Litoria leucova","LC"
"55731_1",55731,1,"Litoria longicrus","DD"
"55732_1",55732,1,"Litoria louisiadensis","LC"
"55733_1",55733,1,"Litoria lutea","LC"
"55734_1",55734,1,"Litoria macki","LC"
"55735_1",55735,1,"Litoria majikthise","LC"
"55736_1",55736,1,"Litoria micromembrana","LC"
"55737_1",55737,1,"Litoria modica","LC"
"55738_1",55738,1,"Litoria mucro","LC"
"55739_1",55739,1,"Litoria multiplica","LC"
"55740_1",55740,1,"Litoria mystax","DD"
"55741_1",55741,1,"Litoria napaea","LC"
"55742_1",55742,1,"Litoria nigropunctata","LC"
"55743_1",55743,1,"Litoria obtusirostris","DD"
"55744_1",55744,1,"Litoria oenicolen","LC"
"55745_1",55745,1,"Litoria ollauro","LC"
"55746_1",55746,1,"Litoria pratti","DD"
"55747_1",55747,1,"Litoria pronimia","LC"
"55748_1",55748,1,"Litoria prora","LC"
"55749_1",55749,1,"Litoria pygmaea","LC"
"55750_1",55750,1,"Litoria quadrilineata","DD"
"55751_1",55751,1,"Litoria rubrops","LC"
"55752_1",55752,1,"Litoria sanguinolenta","LC"
"55753_1",55753,1,"Litoria spinifera","LC"
"55754_1",55754,1,"Litoria thesaurensis","LC"
"55755_1",55755,1,"Litoria timida","LC"
"55756_1",55756,1,"Litoria umbonata","DD"
"55757_1",55757,1,"Litoria vagabunda","DD"
"55758_1",55758,1,"Litoria vocivincens","LC"
"55759_1",55759,1,"Litoria wapogaensis","DD"
"55760_1",55760,1,"Litoria wisselensis","DD"
"55761_1",55761,1,"Litoria wollastoni","LC"
"55762_1",55762,1,"Lysapsus caraya","LC"
"55763_1",55763,1,"Lysapsus laevis","LC"
"55764_1",55764,1,"Lysapsus limellum","LC"
"55765_1",55765,1,"Nyctimantis rugiceps","LC"
"55766_1",55766,1,"Nyctimystes avocalis","LC"
"55768_1",55768,1,"Nyctimystes daymani","LC"
"55769_1",55769,1,"Nyctimystes disruptus","LC"
"55770_1",55770,1,"Nyctimystes fluviatilis","LC"
"55771_1",55771,1,"Nyctimystes foricula","LC"
"55772_1",55772,1,"Nyctimystes granti","LC"
"55773_1",55773,1,"Nyctimystes gularis","LC"
"55774_1",55774,1,"Nyctimystes humeralis","LC"
"55775_1",55775,1,"Nyctimystes kubori","LC"
"55776_1",55776,1,"Nyctimystes montanus","DD"
"55777_1",55777,1,"Nyctimystes narinosus","LC"
"55778_1",55778,1,"Nyctimystes obsoletus","DD"
"55779_1",55779,1,"Nyctimystes oktediensis","LC"
"55780_1",55780,1,"Nyctimystes papua","LC"
"55781_1",55781,1,"Nyctimystes perimetri","LC"
"55782_1",55782,1,"Nyctimystes persimilis","LC"
"55783_1",55783,1,"Nyctimystes pulcher","LC"
"55784_1",55784,1,"Litoria rueppelli","VU"
"55785_1",55785,1,"Nyctimystes semipalmatus","LC"
"55786_1",55786,1,"Nyctimystes trachydermis","LC"
"55787_1",55787,1,"Nyctimystes tyleri","DD"
"55788_1",55788,1,"Nyctimystes zweifeli","LC"
"55789_1",55789,1,"Osteocephalus buckleyi","LC"
"55790_1",55790,1,"Osteocephalus cabrerai","LC"
"55791_1",55791,1,"Osteocephalus deridens","LC"
"55792_1",55792,1,"Osteocephalus elkejungingerae","LC"
"55794_1",55794,1,"Osteocephalus fuscifacies","LC"
"55795_1",55795,1,"Osteocephalus heyeri","LC"
"55796_1",55796,1,"Itapotihyla langsdorffii","LC"
"55797_1",55797,1,"Osteocephalus leoniae","LC"
"55798_1",55798,1,"Osteocephalus leprieurii","LC"
"55799_1",55799,1,"Osteocephalus mutabor","LC"
"55800_1",55800,1,"Dryaderces pearsoni","LC"
"55801_1",55801,1,"Osteocephalus planiceps","LC"
"55802_1",55802,1,"Osteocephalus subtilis","LC"
"55803_1",55803,1,"Osteocephalus taurinus","LC"
"55804_1",55804,1,"Osteocephalus verruciger","LC"
"55805_1",55805,1,"Osteocephalus yasuni","LC"
"55806_1",55806,1,"Osteopilus ocellatus","NT"
"55807_1",55807,1,"Osteopilus crucialis","VU"
"55808_1",55808,1,"Osteopilus dominicensis","LC"
"55809_1",55809,1,"Osteopilus marianae","EN"
"55810_1",55810,1,"Osteopilus pulchrilineatus","VU"
"55811_1",55811,1,"Osteopilus septentrionalis","LC"
"55812_1",55812,1,"Osteopilus wilderi","VU"
"55813_1",55813,1,"Agalychnis dacnicolor","LC"
"55814_1",55814,1,"Phasmahyla cochranae","LC"
"55815_1",55815,1,"Phasmahyla exilis","LC"
"55816_1",55816,1,"Phasmahyla guttata","LC"
"55817_1",55817,1,"Phasmahyla jandaia","LC"
"55818_1",55818,1,"Trachycephalus coriaceus","LC"
"55819_1",55819,1,"Trachycephalus hadroceps","LC"
"55820_1",55820,1,"Trachycephalus imitatrix","LC"
"55821_1",55821,1,"Trachycephalus lepidus","DD"
"55822_1",55822,1,"Trachycephalus mesophaeus","LC"
"55823_1",55823,1,"Trachycephalus resinifictrix","LC"
"55824_1",55824,1,"Trachycephalus typhonius","LC"
"55825_1",55825,1,"Phrynomedusa appendiculata","NT"
"55826_1",55826,1,"Phrynomedusa bokermanni","DD"
"55827_1",55827,1,"Phrynomedusa marginata","LC"
"55828_1",55828,1,"Phrynomedusa vanzolinii","DD"
"55829_1",55829,1,"Phyllodytes acuminatus","LC"
"55830_1",55830,1,"Phytotriades auratus","EN"
"55831_1",55831,1,"Phyllodytes brevirostris","DD"
"55832_1",55832,1,"Phyllodytes edelmoi","DD"
"55833_1",55833,1,"Phyllodytes gyrinaethes","DD"
"55834_1",55834,1,"Phyllodytes kautskyi","LC"
"55835_1",55835,1,"Phyllodytes luteolus","LC"
"55836_1",55836,1,"Phyllodytes melanomystax","LC"
"55837_1",55837,1,"Phyllodytes tuberculosus","DD"
"55838_1",55838,1,"Callimedusa atelopoides","LC"
"55839_1",55839,1,"Pithecopus ayeaye","CR"
"55840_1",55840,1,"Callimedusa baltea","EN"
"55841_1",55841,1,"Phyllomedusa bicolor","LC"
"55842_1",55842,1,"Phyllomedusa boliviana","LC"
"55843_1",55843,1,"Agalychnis buckleyi","LC"
"55844_1",55844,1,"Phyllomedusa burmeisteri","LC"
"55845_1",55845,1,"Phyllomedusa camba","LC"
"55846_1",55846,1,"Pithecopus centralis","DD"
"55847_1",55847,1,"Phyllomedusa coelestis","LC"
"55848_1",55848,1,"Agalychnis danieli","DD"
"55849_1",55849,1,"Phyllomedusa distincta","LC"
"55850_1",55850,1,"Callimedusa duellmani","DD"
"55851_1",55851,1,"Callimedusa ecuatoriana","VU"
"55852_1",55852,1,"Agalychnis hulli","LC"
"55853_1",55853,1,"Pithecopus hypochondrialis","LC"
"55854_1",55854,1,"Phyllomedusa iheringii","LC"
"55855_1",55855,1,"Agalychnis lemur","CR"
"55856_1",55856,1,"Agalychnis medinae","EN"
"55857_1",55857,1,"Pithecopus megacephalus","DD"
"55858_1",55858,1,"Pithecopus oreades","DD"
"55859_1",55859,1,"Pithecopus palliatus","LC"
"55860_1",55860,1,"Callimedusa perinesos","EN"
"55861_1",55861,1,"Agalychnis psilopygion","LC"
"55862_1",55862,1,"Pithecopus rohdei","LC"
"55863_1",55863,1,"Phyllomedusa sauvagii","LC"
"55864_1",55864,1,"Phyllomedusa tarsius","LC"
"55865_1",55865,1,"Phyllomedusa tetraploidea","LC"
"55866_1",55866,1,"Callimedusa tomopterna","LC"
"55867_1",55867,1,"Phyllomedusa trinitatis","LC"
"55868_1",55868,1,"Phyllomedusa vaillantii","LC"
"55869_1",55869,1,"Phyllomedusa venusta","LC"
"55870_1",55870,1,"Plectrohyla acanthodes","EN"
"55871_1",55871,1,"Plectrohyla avia","EN"
"55872_1",55872,1,"Plectrohyla chrysopleura","CR"
"55873_1",55873,1,"Plectrohyla dasypus","CR"
"55874_1",55874,1,"Plectrohyla exquisita","CR"
"55875_1",55875,1,"Plectrohyla glandulosa","CR"
"55877_1",55877,1,"Plectrohyla hartwegi","EN"
"55878_1",55878,1,"Plectrohyla ixil","VU"
"55879_1",55879,1,"Plectrohyla lacertosa","EN"
"55880_1",55880,1,"Plectrohyla matudai","LC"
"55881_1",55881,1,"Plectrohyla pokomchi","EN"
"55882_1",55882,1,"Plectrohyla psiloderma","EN"
"55884_1",55884,1,"Plectrohyla quecchi","EN"
"55885_1",55885,1,"Plectrohyla sagorum","VU"
"55886_1",55886,1,"Plectrohyla tecunumani","CR"
"55887_1",55887,1,"Plectrohyla teuchestes","CR"
"55888_1",55888,1,"Pseudacris brachyphona","LC"
"55889_1",55889,1,"Pseudacris brimleyi","LC"
"55890_1",55890,1,"Pseudacris cadaverina","LC"
"55891_1",55891,1,"Pseudacris clarkii","LC"
"55892_1",55892,1,"Pseudacris crucifer","LC"
"55893_1",55893,1,"Pseudacris feriarum","LC"
"55894_1",55894,1,"Pseudacris nigrita","LC"
"55895_1",55895,1,"Pseudacris ocularis","LC"
"55896_1",55896,1,"Pseudacris ornata","LC"
"55897_1",55897,1,"Pseudacris regilla","LC"
"55898_1",55898,1,"Pseudacris streckeri","LC"
"55899_1",55899,1,"Pseudacris triseriata","LC"
"55900_1",55900,1,"Pseudis bolbodactyla","LC"
"55901_1",55901,1,"Pseudis cardosoi","LC"
"55902_1",55902,1,"Pseudis fusca","LC"
"55903_1",55903,1,"Pseudis minuta","LC"
"55904_1",55904,1,"Pseudis paradoxa","LC"
"55905_1",55905,1,"Pseudis tocantins","LC"
"55906_1",55906,1,"Smilisca dentata","EN"
"55907_1",55907,1,"Smilisca fodiens","LC"
"55908_1",55908,1,"Quilticohyla acrochorda","CR"
"55909_1",55909,1,"Quilticohyla erythromma","EN"
"55910_1",55910,1,"Ptychohyla euthysanota","LC"
"55911_1",55911,1,"Ptychohyla hypomykter","VU"
"55912_1",55912,1,"Ptychohyla legleri","EN"
"55913_1",55913,1,"Ptychohyla leonhardschultzei","LC"
"55914_1",55914,1,"Ptychohyla macrotympanum","VU"
"55915_1",55915,1,"Atlantihyla panchoi","CR"
"55916_1",55916,1,"Ptychohyla salvadorensis","NT"
"55917_1",55917,1,"Quilticohyla sanctaecrucis","EN"
"55918_1",55918,1,"Atlantihyla spinipollex","EN"
"55919_1",55919,1,"Ptychohyla zophodes","VU"
"55920_1",55920,1,"Scarthyla goinorum","LC"
"55921_1",55921,1,"Scinax acuminatus","LC"
"55922_1",55922,1,"Ololygon agilis","LC"
"55923_1",55923,1,"Ololygon albicans","LC"
"55924_1",55924,1,"Ololygon alcatraz","CR"
"55925_1",55925,1,"Scinax altae","LC"
"55926_1",55926,1,"Scinax alter","LC"
"55927_1",55927,1,"Ololygon angrensis","LC"
"55928_1",55928,1,"Ololygon arduous","DD"
"55929_1",55929,1,"Ololygon argyreornata","LC"
"55930_1",55930,1,"Ololygon ariadne","DD"
"55931_1",55931,1,"Ololygon atrata","DD"
"55932_1",55932,1,"Scinax auratus","LC"
"55933_1",55933,1,"Scinax baumgardneri","DD"
"55934_1",55934,1,"Ololygon berthae","LC"
"55935_1",55935,1,"Scinax blairi","LC"
"55936_1",55936,1,"Scinax boesemani","LC"
"55937_1",55937,1,"Scinax boulengeri","LC"
"55938_1",55938,1,"Ololygon brieni","LC"
"55939_1",55939,1,"Scinax caldarum","LC"
"55940_1",55940,1,"Ololygon canastrensis","DD"
"55941_1",55941,1,"Scinax cardosoi","LC"
"55942_1",55942,1,"Ololygon carnevallii","LC"
"55943_1",55943,1,"Scinax castroviejoi","LC"
"55944_1",55944,1,"Ololygon catharinae","LC"
"55945_1",55945,1,"Ololygon centralis","LC"
"55946_1",55946,1,"Scinax chiquitanus","LC"
"55947_1",55947,1,"Scinax crospedospilus","LC"
"55948_1",55948,1,"Scinax cruentommus","LC"
"55949_1",55949,1,"Scinax cuspidatus","LC"
"55950_1",55950,1,"Scinax danae","DD"
"55951_1",55951,1,"Scinax duartei","LC"
"55952_1",55952,1,"Scinax elaeochroa","LC"
"55953_1",55953,1,"Scinax eurydice","LC"
"55954_1",55954,1,"Scinax exiguus","LC"
"55955_1",55955,1,"Ololygon flavoguttata","LC"
"55956_1",55956,1,"Scinax funereus","LC"
"55957_1",55957,1,"Scinax fuscomarginatus","LC"
"55958_1",55958,1,"Scinax fuscovarius","LC"
"55959_1",55959,1,"Scinax garbei","LC"
"55960_1",55960,1,"Scinax granulatus","LC"
"55961_1",55961,1,"Scinax hayii","LC"
"55962_1",55962,1,"Ololygon heyeri","DD"
"55963_1",55963,1,"Ololygon hiemalis","LC"
"55964_1",55964,1,"Ololygon humilis","LC"
"55965_1",55965,1,"Scinax ictericus","LC"
"55966_1",55966,1,"Scinax jolyi","DD"
"55967_1",55967,1,"Ololygon jureia","DD"
"55968_1",55968,1,"Ololygon kautskyi","DD"
"55969_1",55969,1,"Scinax kennedyi","LC"
"55970_1",55970,1,"Scinax lindsayi","LC"
